,iteration,x,f(x),sum,epsilon,converged,gradient,m,v,beta1,beta2,alpha
1060,1060,[4.99896770380202 8.99982391299142],3.10069752629385e-7,<built-in function sum>,0.0001,False,[-1.32523379003594e-8 0.00646537435864047],[-1.34663118308711e-8 0.000581150691173871],[1.89418609862276e-16 0.000133125673516515],0.8,0.9,0.01
1061,1061,[4.99896904493546 9.00003956629781],1.56583082881701e-8,<built-in function sum>,0.0001,False,[-1.32006169624269e-8 -0.00352174017152151],[-1.34131728571823e-8 -0.000239427481365206],[1.87902377694919e-16 0.000121053371548434],0.8,0.9,0.01
1062,1062,[4.99897038079159 9.00007113576221],5.06063381861681e-8,<built-in function sum>,0.0001,False,[-1.31492340397979e-8 0.000791325956129185],[-1.33603850937054e-8 -3.32767938663278e-5],[1.86402375508765e-16 0.000109010654070475],0.8,0.9,0.01
1063,1063,[4.99897171140517 8.99981360664397],3.47428185854892e-7,<built-in function sum>,0.0001,False,[-1.30981860313934e-8 0.00142271524418902],[-1.33079452812430e-8 0.000257921613744742],[1.84918385689188e-16 9.83120005300323e-5],0.8,0.9,0.01
1064,1064,[4.99897303681067 9.00037648330037],1.41740009142687e-6,<built-in function sum>,0.0001,False,[-1.30474698728485e-8 -0.00372786712057405],[-1.32558501995641e-8 -0.000539236133119016],[1.83450194128558e-16 8.98704998038948e-5],0.8,0.9,0.01
1065,1065,[4.99897435704223 8.99923376299320],5.87119482568762e-6,<built-in function sum>,0.0001,False,[-1.29970825358256e-8 0.00752966600731497],[-1.32040966668164e-8 0.00107454429496778],[1.81997590160008e-16 8.65530368416768e-5],0.8,0.9,0.01
1066,1066,[4.99897567213367 9.00140244914638],1.96686393847119e-5,<built-in function sum>,0.0001,False,[-1.29470210276074e-8 -0.0153247401360375],[-1.31526815389746e-8 -0.00220531259123327],[1.80560366492938e-16 0.000101382499181217],0.8,0.9,0.01
1067,1067,[4.99897698211851 8.99847480429013],2.32622228199733e-5,<built-in function sum>,0.0001,False,[-1.28972823905595e-8 0.0280489829276860],[-1.31016017092916e-8 0.00384554651255058],[1.79138319149828e-16 0.000169918793590857],0.8,0.9,0.01
1068,1068,[4.99897828702996 9.00039093411884],1.52829812191432e-6,<built-in function sum>,0.0001,False,[-1.28478637016002e-8 -0.0305039141974248],[-1.30508541077533e-8 -0.00302434562944450],[1.77731247404335e-16 0.000245975792368157],0.8,0.9,0.01
1069,1069,[4.99897958690091 9.00095455810480],9.11181500691680e-6,<built-in function sum>,0.0001,False,[-1.27987620717114e-8 0.00781868237683625],[-1.30004357005449e-8 -0.000855740028188348],[1.76338953720730e-16 0.000227491392542326],0.8,0.9,0.01
1070,1070,[4.99898088176399 8.99894970533186],1.10311921353875e-5,<built-in function sum>,0.0001,False,[-1.27499746455214e-8 0.0190911620959469],[-1.29503434895402e-8 0.00313364039663869],[1.74961243694800e-16 0.000241189500305465],0.8,0.9,0.01
1071,1071,[4.99898217165149 8.99999159101958],7.10329246001280e-10,<built-in function sum>,0.0001,False,[-1.27014986007272e-8 -0.0210058933628829],[-1.29005745117776e-8 -0.00169426635526563],[1.73597925995748e-16 0.000261195305872200],0.8,0.9,0.01
1072,1072,[4.99898345659543 9.00089168459704],7.95101740948023e-6,<built-in function sum>,0.0001,False,[-1.26533311476905e-8 -0.000168179608294849],[-1.28511258389602e-8 -0.00138904900587148],[1.72248812309484e-16 0.000235078603723044],0.8,0.9,0.01
1073,1073,[4.99898473662755 8.99932771963167],4.51961212380556e-6,<built-in function sum>,0.0001,False,[-1.26054695289388e-8 0.0178336919407798],[-1.28019945769559e-8 0.00245549918345877],[1.70913717283036e-16 0.000243374800174603],0.8,0.9,0.01
1074,1074,[4.99898601177927 8.99979532563240],4.18919138945862e-7,<built-in function sum>,0.0001,False,[-1.25579110187397e-8 -0.0134456073665774],[-1.27531778653127e-8 -0.000724722126548463],[1.69592458470191e-16 0.000237115755902759],0.8,0.9,0.01
1075,1075,[4.99898728208177 9.00074244265061],5.51221404997562e-6,<built-in function sum>,0.0001,False,[-1.25106529226465e-8 -0.00409348735203707],[-1.27046728767794e-8 -0.00139847517164618],[1.68284856278264e-16 0.000215079844182612],0.8,0.9,0.01
1076,1076,[4.99898854756592 8.99949042232274],2.59669723140596e-6,<built-in function sum>,0.0001,False,[-1.24636925770513e-8 0.0148488530121540],[-1.26564768168338e-8 0.00185099046511385],[1.66990733915962e-16 0.000215620703342006],0.8,0.9,0.01
1077,1077,[4.99898980826232 8.99987762976041],1.49747879563609e-7,<built-in function sum>,0.0001,False,[-1.24170273487420e-8 -0.0101915535451553],[-1.26085869232154e-8 -0.000557518336939985],[1.65709917342307e-16 0.000204445409374182],0.8,0.9,0.01
1078,1078,[4.99899106420132 9.00056113420601],3.14871908019157e-6,<built-in function sum>,0.0001,False,[-1.23706546344984e-8 -0.00244740479186589],[-1.25610004654720e-8 -0.000935495627925166],[1.64442235216680e-16 0.000184599847458289],0.8,0.9,0.01
1079,1079,[4.99899231541295 8.99945034546539],3.02120416748586e-6,<built-in function sum>,0.0001,False,[-1.23245718606938e-8 0.0112226841201561],[-1.25137147445164e-8 0.00149614032169110],[1.63187518849952e-16 0.000178734726598541],0.8,0.9,0.01
1080,1080,[4.99899356192703 9.00020629880037],4.25595028345970e-7,<built-in function sum>,0.0001,False,[-1.22787764828354e-8 -0.0109930906922386],[-1.24667270921802e-8 -0.00100170588109485],[1.61945602156500e-16 0.000172946058235465],0.8,0.9,0.01
1081,1081,[4.99899480377309 9.00018745163566],3.51384219968201e-7,<built-in function sum>,0.0001,False,[-1.22332659851767e-8 0.00412597600740128],[-1.24200348707795e-8 2.38304966043749e-5],[1.60716321607258e-16 0.000157353820213283],0.8,0.9,0.01
1082,1082,[4.99899604098038 8.99954987456061],2.02613215961397e-6,<built-in function sum>,0.0001,False,[-1.21880378803333e-8 0.00374903271324456],[-1.23736354726903e-8 0.000768870939932412],[1.59499516183776e-16 0.000143023962820453],0.8,0.9,0.01
1083,1083,[4.99899727357794 9.00055468769789],3.07678745474534e-6,<built-in function sum>,0.0001,False,[-1.21430897089048e-8 -0.00900250878771658],[-1.23275263199332e-8 -0.00118540500559739],[1.58295027333250e-16 0.000136826082985699],0.8,0.9,0.01
1084,1084,[4.99899850159450 8.99947239804372],2.78364126074829e-6,<built-in function sum>,0.0001,False,[-1.20984190390681e-8 0.0110937539577662],[-1.22817048637602e-8 0.00127042678707534],[1.57102698924413e-16 0.000135450612374675],0.8,0.9,0.01
1085,1085,[4.99899972505859 9.00041277802608],1.70385999145920e-6,<built-in function sum>,0.0001,False,[-1.20540234661768e-8 -0.0105520391256277],[-1.22361685842435e-8 -0.00109406639546528],[1.55922377204286e-16 0.000133040104108085],0.8,0.9,0.01
1086,1086,[4.99900094399845 8.99972917243699],7.33478677540795e-7,<built-in function sum>,0.0001,False,[-1.20099006124285e-8 0.00825556052163279],[-1.21909149898805e-8 0.000775858987954335],[1.54753910755898e-16 0.000126551521649911],0.8,0.9,0.01
1087,1087,[4.99900215844210 9.00015325467927],2.34872941376764e-7,<built-in function sum>,0.0001,False,[-1.19660481264733e-8 -0.00541655126016849],[-1.21459416171990e-8 -0.000462623061670229],[1.53597150456816e-16 0.000116830272240323],0.8,0.9,0.01
1088,1088,[4.99900336841731 8.99991967392793],6.45257383294991e-8,<built-in function sum>,0.0001,False,[-1.19224636830902e-8 0.00306509358549079],[-1.21012460303773e-8 0.000242920267761973],[1.52451949438595e-16 0.000106086724885072],0.8,0.9,0.01
1089,1089,[4.99900457395159 9.00004812581610],2.31638872394563e-8,<built-in function sum>,0.0001,False,[-1.18791449828043e-8 -0.00160652144145956],[-1.20568258208627e-8 -0.000126968074082334],[1.51318163046984e-16 9.57361435107519e-5],0.8,0.9,0.01
1090,1090,[4.99900577507225 8.99995126285992],2.37560195325214e-8,<built-in function sum>,0.0001,False,[-1.18360897515080e-8 0.000962516321976636],[-1.20126786069917e-8 9.09288051294602e-5],[1.50195648802861e-16 8.62551729266839e-5],0.8,0.9,0.01
1091,1091,[4.99900697180633 9.00008832357142],7.80134498964864e-8,<built-in function sum>,0.0001,False,[-1.17932957401827e-8 -0.000974742801673756],[-1.19688020336299e-8 -0.000122205516231183],[1.49084266364116e-16 7.77246679869570e-5],0.8,0.9,0.01
1092,1092,[4.99900816418066 8.99978707561436],4.53370843230098e-7,<built-in function sum>,0.0001,False,[-1.17507607245288e-8 0.00176647142842512],[-1.19251937718097e-8 0.000255529872700078],[1.47983877488217e-16 7.02642433190055e-5],0.8,0.9,0.01
1093,1093,[4.99900935222182 9.00057977484419],3.36139158888074e-6,<built-in function sum>,0.0001,False,[-1.17084825045995e-8 -0.00425848771283199],[-1.18818515183677e-8 -0.000647273644406336],[1.46894345995446e-16 6.50512907471391e-5],0.8,0.9,0.01
1094,1094,[4.99901053595618 8.99848155254683],2.30568295559501e-5,<built-in function sum>,0.0001,False,[-1.16664589045344e-8 0.0115954968837855],[-1.18387729956010e-8 0.00180128046123202],[1.45815537733021e-16 7.19917164706130e-5],0.8,0.9,0.01
1095,1095,[4.99901171540987 9.00214939741814],4.61990954730269e-5,<built-in function sum>,0.0001,False,[-1.16246877722332e-8 -0.0303689490634156],[-1.17959559509275e-8 -0.00463276544369750],[1.44747320539910e-16 0.000157019851545185],0.8,0.9,0.01
1096,1096,[4.99901289060882 8.99945570498242],2.96257350993870e-6,<built-in function sum>,0.0001,False,[-1.15831669789703e-8 0.0429879483628497],[-1.17533981565360e-8 0.00489137731761194],[1.43689564212189e-16 0.000326114236835369],0.8,0.9,0.01
1097,1097,[4.99901406157871 8.99846794654312],2.34718807820818e-5,<built-in function sum>,0.0001,False,[-1.15418944191705e-8 -0.0108859003516670],[-1.17110974090629e-8 0.00173592178375615],[1.42642140469299e-16 0.000305353095798475],0.8,0.9,0.01
1098,1098,[4.99901522834502 9.00092341746218],8.52700091602546e-6,<built-in function sum>,0.0001,False,[-1.15008680100323e-8 -0.0306410691375447],[-1.16690515292568e-8 -0.00473947640050403],[1.41604922920787e-16 0.000368705298007807],0.8,0.9,0.01
1099,1099,[4.99901639093301 9.00097433433862],9.49327684216659e-6,<built-in function sum>,0.0001,False,[-1.14600856912475e-8 0.0184683492436477],[-1.16272583616549e-8 -9.79112716736801e-5],[1.40577787033782e-16 0.000365942760585561],0.8,0.9,0.01
1100,1100,[4.99901754936773 8.99899204397763],1.01597562252448e-5,<built-in function sum>,0.0001,False,[-1.14195454247562e-8 0.0194866867723249],[-1.15857157742752e-8 0.00381900833712604],[1.39560610101211e-16 0.000367321580663275],0.8,0.9,0.01
1101,1101,[4.99901870367403 8.99949630526351],2.53708665749481e-6,<built-in function sum>,0.0001,False,[-1.13792451943502e-8 -0.0201591204474312],[-1.15444216582902e-8 -0.000976617419785406],[1.38553271210404e-16 0.000371228436318351],0.8,0.9,0.01
1102,1102,[4.99901985387652 9.00099521204740],9.90447296157989e-6,<built-in function sum>,0.0001,False,[-1.13391830054960e-8 -0.0100738947298851],[-1.15033739277313e-8 -0.00279607288180534],[1.37555651212576e-16 0.000344253928189397],0.8,0.9,0.01
1103,1103,[4.99902099999963 9.00006723631643],4.52099783018156e-8,<built-in function sum>,0.0001,False,[-1.12993568849765e-8 0.0199042409479375],[-1.14625705191804e-8 0.00174398988414323],[1.36567632692725e-16 0.000349446416141812],0.8,0.9,0.01
1104,1104,[4.99902214206759 8.99913438715948],7.49285863967162e-6,<built-in function sum>,0.0001,False,[-1.12597648806282e-8 0.00134472632865368],[-1.14220093914699e-8 0.00166413717304532],[1.35589099940155e-16 0.000314682603417528],0.8,0.9,0.01
1105,1105,[4.99902328010440 9.00033185583419],1.10128567708115e-6,<built-in function sum>,0.0001,False,[-1.12204050610817e-8 -0.0173122568103281],[-1.13816885253923e-8 -0.00213114162362936],[1.34619938919615e-16 0.000313185766662451],0.8,0.9,0.01
1106,1106,[4.99902441413388 9.00055365324285],3.06532185078929e-6,<built-in function sum>,0.0001,False,[-1.11812755155055e-8 0.00663711668374845],[-1.13416059234149e-8 -0.000377489962153802],[1.33660037243017e-16 0.000286272321783575],0.8,0.9,0.01
1107,1107,[4.99902554417966 8.99939651065307],3.64199662358543e-6,<built-in function sum>,0.0001,False,[-1.11423743532610e-8 0.0110730648570438],[-1.13017596093841e-8 0.00191262100168573],[1.32709284141536e-16 0.000269906366138047],0.8,0.9,0.01
1108,1108,[4.99902667026516 8.99994391820280],3.14543723029269e-8,<built-in function sum>,0.0001,False,[-1.11036997037140e-8 -0.0120697869385822],[-1.12621476282501e-8 -0.000883860586367854],[1.31767570438409e-16 0.000257483705198520],0.8,0.9,0.01
1109,1109,[4.99902779241361 9.00055161470657],3.04279052519961e-6,<built-in function sum>,0.0001,False,[-1.10652497159873e-8 -0.00112163594394588],[-1.12227680457975e-8 -0.000931415657883459],[1.30834788522283e-16 0.000231861141397743],0.8,0.9,0.01
1110,1110,[4.99902891064805 8.99957485070225],1.80752192161046e-6,<built-in function sum>,0.0001,False,[-1.10270225586557e-8 0.0110322941314394],[-1.11836189483692e-8 0.00146132629998110],[1.29910832320965e-16 0.000220846178638228],0.8,0.9,0.01
1111,1111,[4.99903002499134 8.99994263448080],3.29106835404207e-8,<built-in function sum>,0.0001,False,[-1.09890164195056e-8 -0.00850298595503318],[-1.11446984425965e-8 -0.000531536151021752],[1.28995597275685e-16 0.000205991637789554],0.8,0.9,0.01
1112,1112,[4.99903113546612 9.00041978934955],1.76223362342162e-6,<built-in function sum>,0.0001,False,[-1.09512295052961e-8 -0.00114731038408422],[-1.11060046551364e-8 -0.000654690997634246],[1.28088980315883e-16 0.000185524106122341],0.8,0.9,0.01
1113,1113,[4.99903224209489 8.99955052079430],2.02031819499622e-6,<built-in function sum>,0.0001,False,[-1.09136600415544e-8 0.00839578699100230],[-1.10675357324200e-8 0.00115540460009306],[1.27190879834557e-16 0.000174020619429936],0.8,0.9,0.01
1114,1114,[4.99903334489994 9.00022596847250],5.10620125069221e-7,<built-in function sum>,0.0001,False,[-1.08763062722525e-8 -0.00898958411403328],[-1.10292898403865e-8 -0.000873593142732206],[1.26301195663885e-16 0.000164699819741270],0.8,0.9,0.01
1115,1115,[4.99903444390337 9.00006009205487],3.61131581225014e-8,<built-in function sum>,0.0001,False,[-1.08391664596676e-8 0.00451936944998010],[-1.09912651642427e-8 0.000204999375810256],[1.25419829051535e-16 0.000150272307789684],0.8,0.9,0.01
1116,1116,[4.99903553912714 8.99971552998092],8.09234513286463e-7,<built-in function sum>,0.0001,False,[-1.08022388840649e-8 0.00120184109732691],[-1.09534599082071e-8 0.000404367720113586],[1.24546682637222e-16 0.000135389519213038],0.8,0.9,0.01
1117,1117,[4.99903663059298 9.00043723124499],1.91171419999535e-6,<built-in function sum>,0.0001,False,[-1.07655218435034e-8 -0.00568940038161259],[-1.09158722952664e-8 -0.000814385900231648],[1.23681660429795e-16 0.000125087494961964],0.8,0.9,0.01
1118,1118,[4.99903771832249 8.99944541765583],3.07561833694645e-6,<built-in function sum>,0.0001,False,[-1.07290136536435e-8 0.00874462489989014],[-1.08785005669418e-8 0.00109741625979271],[1.22824667784822e-16 0.000120225591929745],0.8,0.9,0.01
1119,1119,[4.99903880233707 9.00065543474132],4.29594956207561e-6,<built-in function sum>,0.0001,False,[-1.06927126474680e-8 -0.0110916468833011],[-1.08413429830471e-8 -0.00134039636882605],[1.21975611382472e-16 0.000120505495795155],0.8,0.9,0.01
1120,1120,[4.99903988265795 8.99928534023269],5.10738837936980e-6,<built-in function sum>,0.0001,False,[-1.06566171750955e-8 0.0131086948263999],[-1.08043978214567e-8 0.00154942187021913],[1.21134399205879e-16 0.000125638734220808],0.8,0.9,0.01
1121,1121,[4.99904095930620 9.00067460102828],4.55086801142980e-6,<built-in function sum>,0.0001,False,[-1.06207256035655e-8 -0.0142931953461698],[-1.07676633778785e-8 -0.00161910157305865],[1.20300940519914e-16 0.000133504404119104],0.8,0.9,0.01
1122,1122,[4.99904203230271 8.99949178313200],2.58284637575541e-6,<built-in function sum>,0.0001,False,[-1.05850363166267e-8 0.0134920205655931],[-1.07311379656281e-8 0.00140312285467169],[1.19475145850353e-16 0.000138357425601432],0.8,0.9,0.01
1123,1123,[4.99904310166821 9.00026903775379],7.23815644916021e-7,<built-in function sum>,0.0001,False,[-1.05495477144981e-8 -0.0101643373600382],[-1.06948199154021e-8 -0.000910369188270286],[1.18656926963365e-16 0.000134853058438156],0.8,0.9,0.01
1124,1124,[4.99904416742328 8.99995975936464],1.61955914245185e-8,<built-in function sum>,0.0001,False,[-1.05142582137204e-8 0.00538075507580515],[-1.06587075750658e-8 0.000347855664544802],[1.17846196845507e-16 0.000124263005112921],0.8,0.9,0.01
1125,1125,[4.99904522958830 8.99984989033402],2.25331611168168e-7,<built-in function sum>,0.0001,False,[-1.04791662468926e-8 -0.000804812707201563],[-1.06227993094312e-8 0.000117321990195529],[1.17042869683958e-16 0.000111901476950996],0.8,0.9,0.01
1126,1126,[4.99904628818351 9.00034749903312],1.20755826210262e-6,<built-in function sum>,0.0001,False,[-1.04442702624987e-8 -0.00300219331955986],[-1.05870935000447e-8 -0.000506581071755550],[1.16246860847174e-16 0.000101612645728697],0.8,0.9,0.01
1127,1127,[4.99904734322900 8.99935405716097],4.17242398384565e-6,<built-in function sum>,0.0001,False,[-1.04095687247368e-8 0.00694998066234120],[-1.05515885449831e-8 0.000984731275063801],[1.15458086865958e-16 9.62816042765192e-5],0.8,0.9,0.01
1128,1128,[4.99904839474468 9.00110354520042],1.21781225537470e-5,<built-in function sum>,0.0001,False,[-1.03750601132621e-8 -0.0129188567805159],[-1.05162828586389e-8 -0.00179598633605213],[1.14676465414743e-16 0.000103343129900415],0.8,0.9,0.01
1129,1129,[4.99904944275032 8.99862335175562],1.89516063367901e-5,<built-in function sum>,0.0001,False,[-1.03407429230501e-8 0.0220709040083875],[-1.04811748715211e-8 0.00297739173283580],[1.13901915293329e-16 0.000141721297285119],0.8,0.9,0.01
1130,1130,[4.99905048726552 9.00079927006005],6.38832872739870e-6,<built-in function sum>,0.0001,False,[-1.03066156642306e-8 -0.0275329648875982],[-1.04462630300630e-8 -0.00312467959125099],[1.13134356409013e-16 0.000203355583106779],0.8,0.9,0.01
1131,1131,[4.99905152830974 9.00031973952550],1.02233606951163e-6,<built-in function sum>,0.0001,False,[-1.02726768618097e-8 0.0159854012009646],[-1.04115457964124e-8 0.000697336567192125],[1.12373709758828e-16 0.000208573329951681],0.8,0.9,0.01
1132,1132,[4.99905256590229 8.99900295890061],9.94091195603468e-6,<built-in function sum>,0.0001,False,[-1.02389250555383e-8 0.00639479051002922],[-1.03770216482375e-8 0.00183682735575954],[1.11619897412238e-16 0.000191805331523229],0.8,0.9,0.01
1133,1133,[4.99905360006230 9.00071945017910],5.17608800882876e-6,<built-in function sum>,0.0001,False,[-1.02053587997815e-8 -0.0199408219878876],[-1.03426890785463e-8 -0.00251870251296988],[1.10872842494242e-16 0.000212388436526168],0.8,0.9,0.01
1134,1134,[4.99905463080879 9.00013069088031],1.70803458178805e-7,<built-in function sum>,0.0001,False,[-1.01719766632471e-8 0.0143890035820959],[-1.03085465954865e-8 0.000862838706043280],[1.10132469168582e-16 0.000211853935282108],0.8,0.9,0.01
