"","Estimate","Est.Error","Q2.5","Q97.5"
"Intercept",78.7095927,0.212033855211023,78.2987875,79.1157075
"log_price",2.9085344025,0.0800399338114677,2.755338,3.06741275
"Crisp",-0.19230118969275,0.120991443641819,-0.426037275,0.0516083150000001
"Full",0.340661983075,0.101705046840239,0.141190725,0.538437675
"Rich",1.11837592875,0.0966104054872262,0.92435145,1.309552
"Soft",-0.7492272,0.109278997019722,-0.957141725,-0.5341322
