,0,1,2,3,4,5,6,7,8,9
0,317,3,26,12,2,2,3,8,45,11
1,0,345,4,3,0,1,1,3,5,8
2,1,1,371,15,4,6,11,11,3,1
3,1,0,22,339,1,16,16,4,4,0
4,3,1,68,26,248,11,37,25,12,3
5,1,0,17,22,1,331,13,9,3,2
6,1,0,18,12,2,3,380,3,1,1
7,1,0,9,10,3,4,4,367,2,1
8,8,1,3,6,0,4,3,1,372,6
9,3,1,4,5,0,4,1,7,6,380
