,0,1,2,3,4,5,6,7,8,9
0,378,0,0,0,0,0,0,2,31,2
1,286,1,4,0,5,0,0,3,82,2
2,377,0,3,0,1,0,0,7,45,0
3,310,1,12,0,0,0,0,15,61,4
4,354,0,14,0,1,0,0,14,44,2
5,333,1,14,0,0,0,0,7,46,3
6,288,1,14,0,4,0,1,9,90,2
7,351,0,0,0,0,0,0,9,43,3
8,379,0,3,0,0,0,0,4,30,0
9,365,1,1,0,0,0,0,0,29,4
