,0,1,2,3,4,5,6,7,8,9
0,234,33,15,12,6,4,6,21,61,20
1,15,205,9,11,13,15,16,13,17,70
2,55,29,142,18,73,21,53,24,11,13
3,14,32,43,104,39,58,65,20,14,23
4,30,10,57,20,170,16,57,41,12,7
5,18,28,43,60,44,107,51,19,13,9
6,7,16,39,30,60,17,234,6,5,10
7,24,24,29,20,68,18,15,158,10,31
8,85,33,13,7,4,15,4,10,195,40
9,20,86,10,8,10,7,19,21,27,202
