,0,1,2,3,4,5,6,7,8,9
0,218,54,6,4,2,1,1,19,85,22
1,4,311,1,1,4,1,1,8,17,36
2,40,28,155,25,40,29,21,61,21,19
3,18,24,19,148,11,57,19,51,18,47
4,22,21,20,20,166,20,31,79,25,16
5,9,21,16,37,11,186,14,58,14,26
6,11,21,16,37,31,20,201,46,11,30
7,13,19,7,11,10,8,2,285,9,33
8,28,37,1,0,2,1,4,10,305,18
9,4,71,1,3,1,3,0,11,28,288
