,0,1,2,3,4,5,6,7,8,9
0,400,1,2,1,2,1,0,2,3,1
1,8,343,1,1,1,0,1,2,13,13
2,17,0,331,9,45,3,4,20,2,2
3,1,0,7,371,11,2,1,6,3,1
4,8,0,10,5,379,3,2,18,4,0
5,1,0,8,24,16,326,4,23,0,2
6,4,0,7,18,27,3,345,4,0,1
7,3,0,4,4,4,0,0,391,0,0
8,45,0,1,4,2,0,0,1,361,2
9,8,3,1,4,1,0,0,4,3,376
