,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.8080808080808081,0.9884726224783862,0.8897849462365591,0.8412698412698413,0.7766393442622951,0.9644970414201184,0.9663865546218487,0.8301486199575372,0.9280205655526992,0.9447236180904522,0.884521484375,0.8938023961970545,0.8925059917896054
recall,0.9685230024213075,0.8955613577023499,0.7644341801385681,0.9205955334987593,0.8834498834498834,0.806930693069307,0.843520782396088,0.9630541871921182,0.8677884615384616,0.94,0.884521484375,0.8853858081406842,0.884521484375
f1-score,0.8810572687224669,0.9397260273972603,0.822360248447205,0.8791469194312795,0.8266085059978189,0.8787061994609165,0.9007832898172324,0.8916761687571265,0.8968944099378883,0.9423558897243106,0.884521484375,0.8859314927693506,0.8848324196078556
support,413.0,383.0,433.0,403.0,429.0,404.0,409.0,406.0,416.0,400.0,0.884521484375,4096.0,4096.0
