,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.1222896790980052,0.0,0.0,0.1120162932790224,0.0,0.0,0.17647058823529413,0.10751748251748251,0.019230769230769232,0.37333333333333335,0.116455078125,0.09108581456939069,0.09226167518939338
recall,0.349009900990099,0.0,0.0,0.13480392156862744,0.0,0.0,0.014285714285714285,0.6014669926650367,0.0024330900243309003,0.06666666666666667,0.116455078125,0.11686662862004751,0.116455078125
f1-score,0.1811175337186898,0.0,0.0,0.12235817575083426,0.0,0.0,0.02643171806167401,0.18242491657397106,0.004319654427645789,0.11313131313131314,0.116455078125,0.0629783311664128,0.06301202667926324
support,404.0,370.0,430.0,408.0,419.0,405.0,420.0,409.0,411.0,420.0,0.116455078125,4096.0,4096.0
