,0,1,2,3,4,5,6,7,8,9
0,354,2,1,0,0,2,2,0,46,5
1,253,1,9,12,0,15,4,0,80,10
2,297,2,17,10,0,19,6,0,78,10
3,259,2,18,7,2,40,11,0,55,18
4,273,2,30,19,3,25,13,1,38,16
5,245,0,20,8,0,40,5,0,65,9
6,217,8,17,8,5,66,23,0,53,27
7,283,1,18,6,0,10,3,0,57,19
8,342,0,0,1,0,7,0,0,51,5
9,326,0,5,3,0,2,1,0,43,30
