,0,1,2,3,4,5,6,7,8,9
0,288,0,11,0,12,7,0,3,84,8
1,130,0,34,0,32,23,3,16,122,23
2,147,0,59,1,125,10,6,33,34,18
3,124,0,53,5,90,34,3,28,48,18
4,80,0,55,1,161,7,5,74,38,8
5,103,1,70,1,76,61,3,42,33,14
6,51,1,75,0,183,33,13,25,13,15
7,78,0,65,2,88,19,4,59,45,46
8,249,1,9,1,11,6,0,1,128,10
9,146,1,37,0,16,7,1,5,130,57
