,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.20630372492836677,0.0,0.12606837606837606,0.45454545454545453,0.20277078085642317,0.2946859903381642,0.34210526315789475,0.2062937062937063,0.18962962962962962,0.2626728110599078,0.202880859375,0.22850757368779234,0.22867334380751395
recall,0.6973365617433414,0.0,0.13625866050808313,0.01240694789081886,0.3752913752913753,0.15099009900990099,0.03178484107579462,0.14532019704433496,0.3076923076923077,0.1425,0.202880859375,0.1999580990255957,0.202880859375
f1-score,0.31840796019900497,0.0,0.1309655937846837,0.024154589371980676,0.26328699918233855,0.19967266775777412,0.058165548098434,0.17052023121387283,0.23464711274060496,0.18476499189627227,0.202880859375,0.1584585694244966,0.1601813692175102
support,413.0,383.0,433.0,403.0,429.0,404.0,409.0,406.0,416.0,400.0,0.202880859375,4096.0,4096.0
