,0,1,2,3,4,5,6,7,8,9
0,361,4,8,7,9,4,1,5,8,11
1,6,345,1,1,2,2,2,2,1,16
2,12,1,305,17,31,24,18,8,1,5
3,2,2,11,310,18,23,20,4,0,2
4,6,0,16,23,337,14,19,5,0,3
5,0,0,4,21,3,348,10,3,1,1
6,1,3,13,19,20,11,356,1,0,1
7,0,1,6,17,23,23,1,325,0,7
8,38,5,2,8,7,4,3,1,343,13
9,3,5,1,8,3,2,0,1,1,396
