,0,1,2,3,4,5,6,7,8,9
0,314,0,37,0,1,5,0,0,46,9
1,219,0,53,1,2,13,0,1,70,25
2,273,0,79,1,7,4,0,0,53,22
3,165,0,122,1,4,8,0,0,85,27
4,209,0,121,1,1,4,0,1,69,14
5,114,0,121,0,3,11,0,0,115,28
6,182,0,112,0,4,15,0,0,103,8
7,208,0,112,1,7,5,0,0,51,13
8,283,0,32,0,1,4,0,1,71,14
9,296,0,47,0,1,1,0,0,28,37
