,0,1,2,3,4,5,6,7,8,9
0,212,20,39,14,12,8,4,10,55,39
1,4,242,3,10,6,3,7,7,18,83
2,8,6,247,35,40,36,25,17,6,13
3,2,6,23,245,13,49,35,6,4,20
4,8,5,58,28,212,34,39,21,14,10
5,3,5,24,65,14,250,19,12,1,11
6,2,5,30,38,25,31,257,6,2,13
7,6,6,28,30,25,33,7,244,4,23
8,33,13,10,14,8,9,4,2,271,52
9,6,30,2,7,1,7,5,7,4,331
