,0,1,2,3,4,5,6,7,8,9
0,194,18,16,6,2,17,8,18,103,30
1,20,118,15,9,6,31,44,16,52,73
2,51,24,96,14,42,58,84,23,32,15
3,17,22,46,38,20,102,91,28,21,27
4,33,7,46,5,80,40,127,46,20,16
5,13,17,45,24,19,148,72,18,25,11
6,10,10,39,10,22,40,260,11,6,16
7,25,26,28,8,39,36,50,126,17,42
8,54,21,3,4,1,30,6,12,242,33
9,22,59,11,4,2,10,30,22,49,201
