,0,1,2,3,4,5,6,7,8,9
0,338,10,6,5,2,5,4,6,32,10
1,5,314,2,4,3,6,8,3,8,25
2,16,3,302,12,28,17,16,13,8,7
3,3,2,13,277,25,29,19,7,3,14
4,7,5,38,15,277,15,30,22,8,6
5,1,2,8,22,12,311,12,12,3,8
6,5,5,18,17,31,10,318,6,2,13
7,5,2,13,11,15,9,12,328,2,6
8,16,9,4,2,4,3,3,3,355,25
9,4,7,3,6,2,6,2,7,10,373
