,0,1,2,3,4,5,6,7,8,9
0,409,0,1,0,0,0,0,0,2,1
1,1,382,0,0,0,0,0,0,0,0
2,1,0,404,3,11,4,8,2,0,0
3,0,0,0,391,3,3,4,1,0,1
4,1,0,3,0,418,0,5,1,1,0
5,0,0,1,1,2,394,4,1,0,1
6,0,0,0,0,1,1,407,0,0,0
7,0,0,1,1,1,2,1,400,0,0
8,4,0,0,0,1,0,0,0,411,0
9,1,2,0,0,1,0,2,0,0,394
