,loss,accuracy,val_loss,val_accuracy
0,2.2862496376037598,0.1201171875,2.232262372970581,0.130859375
1,2.1457202434539795,0.183349609375,1.9893765449523926,0.28515625
2,2.0167837142944336,0.24365234375,1.9296693801879883,0.326171875
3,1.9330044984817505,0.2998046875,1.8815574645996094,0.33203125
4,1.8670748472213745,0.327392578125,1.8136451244354248,0.359375
5,1.7999173402786255,0.354248046875,1.7742552757263184,0.369140625
6,1.7382194995880127,0.383544921875,1.7234597206115723,0.38671875
7,1.7010141611099243,0.391845703125,1.7275898456573486,0.376953125
8,1.6567846536636353,0.409912109375,1.6701529026031494,0.419921875
9,1.6247812509536743,0.421875,1.6804277896881104,0.40234375
10,1.5840990543365479,0.432373046875,1.6395262479782104,0.396484375
11,1.546899676322937,0.446044921875,1.5789530277252197,0.419921875
12,1.51222562789917,0.45849609375,1.5999054908752441,0.416015625
13,1.4808878898620605,0.4677734375,1.5796611309051514,0.4453125
14,1.446503758430481,0.490966796875,1.5964312553405762,0.419921875
15,1.4033764600753784,0.50048828125,1.5084445476531982,0.470703125
16,1.3803504705429077,0.5048828125,1.5667442083358765,0.439453125
17,1.3416459560394287,0.518798828125,1.505839228630066,0.478515625
18,1.3057609796524048,0.5361328125,1.5196971893310547,0.47265625
19,1.271477222442627,0.550048828125,1.537674069404602,0.45703125
20,1.2361186742782593,0.55712890625,1.517236351966858,0.478515625
21,1.1986700296401978,0.570556640625,1.5812044143676758,0.46484375
22,1.1652344465255737,0.585205078125,1.5737797021865845,0.4765625
23,1.1244423389434814,0.5986328125,1.4984898567199707,0.501953125
24,1.0896748304367065,0.6083984375,1.5873677730560303,0.46875
25,1.0571324825286865,0.617431640625,1.614737629890442,0.46875
26,1.0200414657592773,0.634521484375,1.5554275512695312,0.474609375
27,0.9940802454948425,0.63818359375,1.612318515777588,0.474609375
28,0.9614332914352417,0.6591796875,1.685452938079834,0.4375
29,0.9243990778923035,0.672607421875,1.726622462272644,0.4453125
30,0.8869871497154236,0.688232421875,1.828451156616211,0.443359375
31,0.8495968580245972,0.69921875,1.7354354858398438,0.46484375
32,0.8100461363792419,0.712158203125,1.7356021404266357,0.455078125
33,0.783023476600647,0.722900390625,1.7723469734191895,0.47265625
34,0.7472692131996155,0.73486328125,1.7514289617538452,0.4921875
35,0.7193463444709778,0.739013671875,1.881021499633789,0.474609375
36,0.6867697238922119,0.747802734375,1.8617942333221436,0.45703125
37,0.6637813448905945,0.756591796875,1.9974675178527832,0.478515625
38,0.6392278075218201,0.77099609375,1.9120036363601685,0.498046875
39,0.6172693371772766,0.779296875,2.082278251647949,0.47265625
40,0.5681036114692688,0.79296875,2.0148468017578125,0.470703125
41,0.5369362235069275,0.81005859375,2.236436605453491,0.44140625
42,0.5270595550537109,0.80859375,2.151060104370117,0.4765625
43,0.49471795558929443,0.8193359375,2.3009908199310303,0.44921875
44,0.4917779862880707,0.82666015625,2.224656820297241,0.4609375
45,0.45224544405937195,0.8369140625,2.230745315551758,0.478515625
46,0.41786354780197144,0.855712890625,2.241546154022217,0.478515625
47,0.39834198355674744,0.861328125,2.5844054222106934,0.45703125
48,0.3930485248565674,0.850341796875,2.705700397491455,0.45703125
49,0.3511289656162262,0.883056640625,2.6569266319274902,0.455078125
50,0.35499200224876404,0.87451171875,2.7010433673858643,0.453125
51,0.33204784989356995,0.880859375,2.7474801540374756,0.43359375
52,0.3232404887676239,0.88671875,2.612623691558838,0.482421875
53,0.29573675990104675,0.8916015625,2.9751362800598145,0.44921875
54,0.28145739436149597,0.904296875,2.965874195098877,0.447265625
55,0.2778316140174866,0.898193359375,2.9122698307037354,0.451171875
56,0.25878024101257324,0.908447265625,3.1013801097869873,0.447265625
57,0.2531468868255615,0.9130859375,3.000389575958252,0.455078125
58,0.22895382344722748,0.91796875,2.9651291370391846,0.46484375
59,0.2449817955493927,0.910888671875,2.9352078437805176,0.46875
