,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.10343974263796091,1.0,0.22727272727272727,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.1064453125,0.27307124699106883,0.27132492757123017
recall,1.0,0.0026455026455026454,0.011848341232227487,0.0,0.02364066193853428,0.0,0.004705882352941176,0.0,0.0,0.0,0.1064453125,0.10428403881692054,0.1064453125
f1-score,0.18748598340435074,0.005277044854881266,0.02252252252252252,0.0,0.044642857142857144,0.0,0.00936768149882904,0.0,0.0,0.0,0.1064453125,0.026929608942344068,0.027522842219506634
support,418.0,378.0,422.0,392.0,423.0,391.0,425.0,403.0,424.0,420.0,0.1064453125,4096.0,4096.0
