,0,1,2,3,4,5,6,7,8,9
0,347,2,4,0,2,4,2,2,28,13
1,1,342,0,1,0,0,2,0,9,15
2,25,5,264,13,31,27,24,25,6,10
3,3,2,9,303,5,31,19,15,7,14
4,16,1,6,15,297,27,17,29,5,6
5,5,1,3,10,4,366,6,5,2,3
6,4,2,6,14,11,15,350,10,2,6
7,4,3,2,4,7,5,0,377,2,5
8,12,2,1,2,0,3,1,2,384,4
9,1,10,1,1,0,1,0,3,6,397
