,0,1,2,3,4,5,6,7,8,9
0,407,0,6,0,1,0,0,0,4,0
1,0,378,0,0,0,0,0,0,0,0
2,1,0,414,0,3,1,1,2,0,0
3,0,0,1,380,2,1,7,1,0,0
4,0,0,0,0,421,0,1,0,0,1
5,0,0,2,0,0,384,3,1,0,1
6,0,0,1,0,1,0,423,0,0,0
7,0,0,0,0,3,0,0,400,0,0
8,2,1,0,0,0,0,0,0,421,0
9,0,1,0,0,0,0,0,0,0,419
