,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.9926829268292683,0.9947368421052631,0.9764150943396226,1.0,0.9767981438515081,0.9948186528497409,0.9724137931034482,0.9900990099009901,0.9905882352941177,0.995249406175772,0.988037109375,0.988380210444973,0.988149119402533
recall,0.9736842105263158,1.0,0.981042654028436,0.9693877551020408,0.9952718676122931,0.9820971867007673,0.9952941176470588,0.9925558312655087,0.9929245283018868,0.9976190476190476,0.988037109375,0.9879877198803356,0.988037109375
f1-score,0.9830917874396135,0.9973614775725593,0.9787234042553191,0.9844559585492229,0.9859484777517563,0.9884169884169883,0.9837209302325581,0.9913258983890955,0.9917550058892816,0.9964328180737217,0.988037109375,0.9881232746570117,0.988032691666729
support,418.0,378.0,422.0,392.0,423.0,391.0,425.0,403.0,424.0,420.0,0.988037109375,4096.0,4096.0
