,loss,accuracy,val_loss,val_accuracy
0,2.4470102787017822,0.20035558938980103,2.1386210918426514,0.3140000104904175
1,2.0238797664642334,0.3365929424762726,1.9085280895233154,0.3709999918937683
2,1.8507983684539795,0.39459940791130066,1.8173668384552002,0.41100001335144043
3,1.7728285789489746,0.4220468997955322,1.7596228122711182,0.4090000092983246
4,1.7150356769561768,0.4349372088909149,1.691775918006897,0.45500001311302185
5,1.675092101097107,0.4552727937698364,1.620572805404663,0.4830000102519989
6,1.6368290185928345,0.46905210614204407,1.6186950206756592,0.45100000500679016
7,1.6217998266220093,0.47571951150894165,1.5978374481201172,0.4880000054836273
8,1.6280971765518188,0.47171908617019653,1.6031591892242432,0.4869999885559082
9,1.5689549446105957,0.49427714943885803,1.6649420261383057,0.4490000009536743
10,1.558202862739563,0.5009445548057556,1.6136053800582886,0.4729999899864197
11,1.5374491214752197,0.5146127343177795,1.5140680074691772,0.5059999823570251
12,1.5296574831008911,0.516168475151062,1.4885263442993164,0.5230000019073486
13,1.4947565793991089,0.5288365483283997,1.5195566415786743,0.5049999952316284
14,1.4992587566375732,0.5327258706092834,1.5297023057937622,0.49799999594688416
15,1.4651192426681519,0.5428380966186523,1.482130765914917,0.5350000262260437
16,1.4398550987243652,0.5560618042945862,1.5048608779907227,0.5270000100135803
17,1.4265894889831543,0.5539504289627075,1.4700769186019897,0.5350000262260437
18,1.4072681665420532,0.5706189870834351,1.4529606103897095,0.5400000214576721
19,1.387380599975586,0.581175684928894,1.4008954763412476,0.5669999718666077
