,0,1,2,3,4,5,6,7,8,9
0,247,7,22,8,9,6,3,25,68,23
1,7,248,5,6,9,6,11,9,28,49
2,10,7,284,19,14,31,15,29,7,6
3,7,3,41,198,14,61,26,20,8,14
4,14,4,100,18,174,27,26,40,11,9
5,5,4,40,37,11,241,20,25,4,4
6,1,5,70,30,34,24,236,12,7,6
7,9,3,33,15,13,24,6,284,6,10
8,35,11,18,7,4,9,4,7,305,24
9,6,34,13,9,1,11,6,19,22,299
