,iteration,x,f(x),sum,epsilon,converged,gradient,alpha_n
0,0,[4 8],13,[0. 0.],0.0001,False,[-12 -20],[0.1 0.1]
1,1,[5.20000000000000 10.0000000000000],10.0048000000000,[108.000000000000 300.000000000000],0.0001,False,[-12 -20],[0.00962241189479213 0.00577346935875537]
2,2,[5.19907624845810 9.88453061282489],7.82865598259434,[27.0069120000000 375.000000000000],0.0001,True,[0.0960000000000003 20.0000000000000],[0.0192421758162485 0.00516395112841426]
