,alg,function_name,iteration,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,adam,g,0,10,0.0001,False,[0 -10],[0. 0.],[0. 0.],0.9,0.5,0.01,,,4,8
1,adam,g,1,9.90000099999000,0.0001,False,[0 -10],[0 -1.00000000000000],[0 50.0000000000000],0.9,0.5,0.01,,,4,8.00999990000100
2,adam,g,2,9.80000199997999,0.0001,False,[0 -10],[0 -1.90000000000000],[0 75.0000000000000],0.9,0.5,0.01,,,4,8.01999980000200
3,adam,g,3,9.70000299996999,0.0001,False,[0 -10],[0 -2.71000000000000],[0 87.5000000000000],0.9,0.5,0.01,,,4,8.02999970000300
4,adam,g,4,9.60000399995998,0.0001,False,[0 -10],[0 -3.43900000000000],[0 93.7500000000000],0.9,0.5,0.01,,,4,8.03999960000400
5,adam,g,5,9.50000499994998,0.0001,False,[0 -10],[0 -4.09510000000000],[0 96.8750000000000],0.9,0.5,0.01,,,4,8.04999950000500
6,adam,g,6,9.40000599993997,0.0001,False,[0 -10],[0 -4.68559000000000],[0 98.4375000000000],0.9,0.5,0.01,,,4,8.05999940000600
7,adam,g,7,9.30000699992997,0.0001,False,[0 -10],[0 -5.21703100000000],[0 99.2187500000000],0.9,0.5,0.01,,,4,8.06999930000700
8,adam,g,8,9.20000799991996,0.0001,False,[0 -10],[0 -5.69532790000000],[0 99.6093750000000],0.9,0.5,0.01,,,4,8.07999920000800
9,adam,g,9,9.10000899990996,0.0001,False,[0 -10],[0 -6.12579511000000],[0 99.8046875000000],0.9,0.5,0.01,,,4,8.08999910000900
10,adam,g,10,9.00000999989995,0.0001,False,[0 -10],[0 -6.51321559900000],[0 99.9023437500000],0.9,0.5,0.01,,,4,8.09999900001000
11,adam,g,11,8.90001099988995,0.0001,False,[0 -10],[0 -6.86189403910000],[0 99.9511718750000],0.9,0.5,0.01,,,4,8.10999890001101
12,adam,g,12,8.80001199987994,0.0001,False,[0 -10],[0 -7.17570463519000],[0 99.9755859375000],0.9,0.5,0.01,,,4,8.11999880001201
13,adam,g,13,8.70001299986994,0.0001,False,[0 -10],[0 -7.45813417167100],[0 99.9877929687500],0.9,0.5,0.01,,,4,8.12999870001301
14,adam,g,14,8.60001399985993,0.0001,False,[0 -10],[0 -7.71232075450390],[0 99.9938964843750],0.9,0.5,0.01,,,4,8.13999860001401
15,adam,g,15,8.50001499984993,0.0001,False,[0 -10],[0 -7.94108867905351],[0 99.9969482421875],0.9,0.5,0.01,,,4,8.14999850001501
