,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,adam,f,0,,,13,0.0001,False,[12 20],[0. 0.],[0. 0.],0.9,0.5,0.5,,,6,10
1,adam,f,1,,[0.999991666736111 0.999995000025000],2.68753124996355,0.0001,False,[12 20],[1.20000000000000 2.00000000000000],[72.0000000000000 200.000000000000],0.9,0.5,0.5,,,5.50000416663194,9.50000249998750
2,adam,f,2,,[0.920118437640186 1.04204485428325],0.00442601118277279,0.0001,False,[1.50003750000000 10.0000499997500],[1.23000375000000 2.80000499997500],[37.1250562507031 150.000499998750],0.9,0.5,0.5,,,5.03994494781185,8.97898007284587
3,adam,f,3,,[0.886922536541238 0.987047605370217],2.72708885221964,0.0001,False,[0.000764833356230978 -0.420398543082541],[1.10707985833562 2.47796464566925],[18.5625284178366 75.0886174668881],0.9,0.5,0.5,,,4.59648367954123,8.48545627016076
4,adam,f,4,,[0.834071286593391 0.355474199800750],6.15254846313688,0.0001,False,[-0.788432576511228 -10.2908745967847],[0.917528614850938 1.20108072142385],[9.59207717277036 90.4953587168184],0.9,0.5,0.5,,,4.17944803624454,8.30771917026039
5,adam,f,5,,[0.0756189757222366 -0.0614275243736143],6.00526352370751,0.0001,False,[-6.62978605114911 -13.8456165947922],[0.162797148250933 -0.303589010197753],[26.7730701283908 141.098228803402],0.9,0.5,0.5,,,4.14163854838342,8.33843293244720
6,adam,f,6,,[-0.199649187918904 -0.268844747577117],3.77199537792701,0.0001,False,[-7.58912773604286 -13.2313413510561],[-0.612395340178446 -1.59636424428359],[42.1839649611829 158.083311375784],0.9,0.5,0.5,,,4.24146314234287,8.47285530623575
7,adam,f,7,,[-0.347854619154354 -0.409916077970127],1.38845916644493,0.0001,False,[-5.23734653768369 -10.5428938752849],[-1.07489045992897 -2.49101720738372],[34.8068818584851 134.617961320652],0.9,0.5,0.5,,,4.41539045192005,8.67781334522082
8,adam,f,8,,[-0.469762178096889 -0.538955568560385],0.0726614549649938,0.0001,False,[-2.39761230323941 -6.44373309558364],[-1.20716264426001 -2.88628879620371],[20.2777133075650 88.0698287638860],0.9,0.5,0.5,,,4.65027154096849,8.94729112950101
9,adam,f,9,,[-0.578973475699140 -0.660151429401585],0.769363172962360,0.0001,False,[-0.513303433143351 -1.05417740997979],[-1.13777672314835 -2.70307765758132],[10.2705968610209 44.5905593877988],0.9,0.5,0.5,,,4.93975827881806,9.27736684420180
