,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,heavy_ball,g,0,,,11,0.0001,,[1 10],,,0.9,0.5,0.1,,0,6,10
1,heavy_ball,g,1,,,0.900000000000000,0.0001,,[1 10],,,0.9,0.5,0.1,,[0.100000000000000 1.00000000000000],5.90000000000000,9.00000000000000
2,heavy_ball,g,2,,,9.71000000000000,0.0001,,[1 0],,,0.9,0.5,0.1,,[0.190000000000000 0.900000000000000],5.71000000000000,8.10000000000000
3,heavy_ball,g,3,,,7.53900000000001,0.0001,,[1 -10],,,0.9,0.5,0.1,,[0.271000000000000 -0.190000000000000],5.43900000000000,8.29000000000000
4,heavy_ball,g,4,,,4.70509999999999,0.0001,,[1 -10],,,0.9,0.5,0.1,,[0.343900000000000 -1.17100000000000],5.09510000000000,9.46100000000000
5,heavy_ball,g,5,,,5.14899999999999,0.0001,,[1 10],,,0.9,0.5,0.1,,[0.409510000000000 -0.0539000000000001],4.68559000000000,9.51490000000000
6,heavy_ball,g,6,,,4.36590000000001,0.0001,,[0 10],,,0.9,0.5,0.1,,[0.368559000000000 0.951490000000000],4.31703100000000,8.56341000000000
7,heavy_ball,g,7,,,2.92931000000001,0.0001,,[0 -10],,,0.9,0.5,0.1,,[0.331703100000000 -0.143659000000000],3.98532790000000,8.70706900000000
8,heavy_ball,g,8,,,8.36362099999999,0.0001,,[0 -10],,,0.9,0.5,0.1,,[0.298532790000000 -1.12929310000000],3.68679511000000,9.83636210000000
9,heavy_ball,g,9,,,8.52725889999999,0.0001,,[0 10],,,0.9,0.5,0.1,,[0.268679511000000 -0.0163637900000000],3.41811559900000,9.85272589000000
10,heavy_ball,g,10,,,1.32546699000002,0.0001,,[0 10],,,0.9,0.5,0.1,,[0.241811559900000 0.985272589000000],3.17630403910000,8.86745330100000
11,heavy_ball,g,11,,,0.192920291000025,0.0001,,[0 -10],,,0.9,0.5,0.1,,[0.217630403910000 -0.113254669900000],2.95867363519000,8.98070797090000
