,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,adam,f,0,,,13,0.0001,False,[12 20],[0. 0.],[0. 0.],0.25,0.5,0.25,,,6,10
1,adam,f,1,,[0.999991666736111 0.999995000025000],6.57424804675292,0.0001,False,[12 20],[9.00000000000000 15.0000000000000],[72.0000000000000 200.000000000000],0.25,0.5,0.25,,,5.75000208331597,9.75000124999375
2,adam,f,2,,[0.799488224427592 0.950536343696693],2.89997954956346,0.0001,False,[5.06254218726562 15.0000249998750],[6.04690664044922 15.0000187499062],[48.8146666989221 212.500374998437],0.25,0.5,0.25,,,5.55013002720907,9.51236716406958
3,adam,f,3,,[0.556669809421235 0.862448599537596],0.966207121845054,0.0001,False,[1.99791633109329 10.2473432813915],[3.01016390843227 11.4355121485202],[26.4031681824857 158.754209662559],0.25,0.5,0.25,,,5.41096257485377,9.29675501418518
4,adam,f,4,,[0.363688248416151 0.721518623623510],0.166905453433222,0.0001,False,[0.832890804570692 5.93510028370358],[1.37720908053609 7.31020324990773],[13.5484376374120 96.9898125200885],0.25,0.5,0.25,,,5.32004051274973,9.11637535827930
5,adam,f,5,,[0.240625045769950 0.491959334321816],0.0141223963443650,0.0001,False,[0.393365365108976 2.32750716558601],[0.639326293965754 3.57318118666644],[6.85158697393968 51.2035510629714],0.25,0.5,0.25,,,5.25988425130724,8.99338552469885
6,adam,f,6,,[0.169840364417247 0.155715492377755],0.0274462507068902,0.0001,False,[0.210630439365725 -0.132289506023085],[0.317804403015732 0.794078167149297],[3.44797607796354 25.6105257881876],0.25,0.5,0.25,,,5.21742416020293,8.95445665160441
7,adam,f,7,,[0.130162351908834 -0.132771538436723],0.00503055365563628,0.0001,False,[0.123340200459973 -0.910866967911829],[0.171956251098913 -0.484630684146548],[1.73159444150652 13.2201022107102],0.25,0.5,0.25,,,5.18488357222572,8.98764953621359
8,adam,f,8,,[0.106930231713294 -0.118671689365633],0.00487570562025165,0.0001,False,[0.0758361395995136 -0.247009275728232],[0.0998661674743635 -0.306414627832811],[0.868672780787940 6.64055789650301],0.25,0.5,0.25,,,5.15815101429740,9.01731745855500
9,adam,f,9,,[0.0916797695215363 0.0995187775417164],0.00157516580133804,0.0001,False,[0.0474675909111049 0.346349171099945],[0.0605672350519195 0.183158221366756],[0.435462976487422 3.38025782241232],0.25,0.5,0.25,,,5.13523107191701,8.99243776416957
10,adam,f,10,,[0.0800123353278686 -0.0518274323007559],0.000819894653041956,0.0001,False,[0.0296763659287695 -0.151244716608659],[0.0373990832095570 -0.0676439821148051],[0.218171831591080 1.70156639335718],0.25,0.5,0.25,,,5.11522798808505,9.00539462224476
11,adam,f,11,,[0.0699062898995368 0.0691343280805588],0.00168738717017197,0.0001,False,[0.0183592604607637 0.107892444895128],[0.0231192161479620 0.0640083381426450],[0.109254447017873 0.856603586511312],0.25,0.5,0.25,,,5.09775141561016,8.98811104022462
12,adam,f,12,,[0.0606281624037174 -0.240178114223232],0.0233292001713648,0.0001,False,[0.0112085752643206 -0.237779195507670],[0.0141862354852309 -0.162332312095091],[0.0546900395886645 0.456571266163793],0.25,0.5,0.25,,,5.08259437500923,9.04815556878042
13,adam,f,13,,[0.0520564988225792 0.819349896790821],0.245562512640055,0.0001,False,[0.00676133819945188 0.963111375608491],[0.00861756252089665 0.681750453682596],[0.0273678776414560 0.692077393995137],0.25,0.5,0.25,,,5.06958025030359,8.84331809458272
14,adam,f,14,,[0.0442821826356702 -0.950735752837842],0.0656484518702733,0.0001,False,[0.00404239926440072 -3.13363810834559],[0.00518619007852470 -2.17979096783855],[0.0136921093166344 5.25588259403544],0.25,0.5,0.25,,,5.05850970464467,9.08100203279218
15,adam,f,15,,[0.0374037382965363 0.337551782361359],0.000132163699239470,0.0001,False,[0.00240361532028237 1.62004065584364],[0.00309925900984295 0.670082749923092],[0.00684894334162114 3.94020716031086],0.25,0.5,0.25,,,5.04915877007054,8.99661408720184
