,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,rmsprop,f,0,0.25,,13,0.0001,False,[12 20],,,0.9,0.5,0.25,[0. 0.],,6,10
1,rmsprop,f,1,[0.0658790485214795 0.0395278457619867],,208.000000000000,0.0001,False,[12 20],,,0.9,0.5,0.25,[14.4000000000000 40.0000000000000],,3.00000000000000,5.00000000000000
2,rmsprop,f,2,[0.00817777191597755 0.00961534763327834],,1056.12646650432,0.0001,False,[-96.0000000000000 -80.0000000000000],,,0.9,0.5,0.25,[934.560000000000 676.000000000000],,9.32438865806203,8.16222766095894
3,rmsprop,f,3,[0.000811061073334537 0.00990940966721386],,514.879599777343,0.0001,False,[970.410316499030 -16.7554467808213],,,0.9,0.5,0.25,[95010.7222367748 636.474499682493],,1.38859442482137,8.32333710650743
4,rmsprop,f,4,[0.000729461604305618 0.0102823487546679],,299.433070526818,0.0001,False,[-565.210262253976 -13.5332578698515],,,0.9,0.5,0.25,[117455.914068818 591.141956571434],,1.84701446678478,8.45744370287183
5,rmsprop,f,5,[0.000722114101665359 0.0107205622920157],,207.849734932870,0.0001,False,[-376.137973419677 -10.8511259425634],,,0.9,0.5,0.25,[119858.300166763 543.802454336427],,2.12139267631576,8.56901876419409
6,rmsprop,f,6,[0.000733817165017821 0.0112156523300802],,154.046755443914,0.0001,False,[-286.238814140248 -8.61962471611815],,,0.9,0.5,0.25,[116065.736022128 496.852001927456],,2.32808976045040,8.66142598789703
7,rmsprop,f,7,[0.000754812563055408 0.0117621815139929],,118.617557759550,0.0001,False,[-228.900551469085 -6.77148024205931],,,0.9,0.5,0.25,[109698.708666200 451.752096201571],,2.49606091420046,8.73737255605198
8,rmsprop,f,8,[0.000781716214443317 0.0123565716088149],,93.7397464996213,0.0001,False,[-188.387691514065 -5.25254887896040],,,0.9,0.5,0.25,[102277.830030980 409.335813554000],,2.63825831048029,8.79915398937743
9,rmsprop,f,9,[0.000813039065813474 0.0129965361190543],,75.5107323772887,0.0001,False,[-158.080548290228 -4.01692021245137],,,0.9,0.5,0.25,[94548.9930026559 370.015796997920],,2.76183243826685,8.84878935162948
10,rmsprop,f,10,[0.000848045848755355 0.0136807747134303],,61.7341884376396,0.0001,False,[-134.542358780657 -3.02421296741034],,,0.9,0.5,0.25,[86904.2583330166 333.928803705354],,2.87122063196221,8.88809364469214
11,rmsprop,f,11,[0.000886357555279391 0.0144087955470324],,51.0724131204491,0.0001,False,[-115.763914361581 -2.23812710615709],,,0.9,0.5,0.25,[79553.9608865465 301.036844629150],,2.96939373897222,8.91871295741150
12,rmsprop,f,12,[0.000927784993347652 0.0151807965456803],,42.6634513955377,0.0001,False,[-100.475091141903 -1.62574085176996],,,0.9,0.5,0.25,[72608.0891918892 271.197463497946],,3.05845059512323,8.94213792495711
13,rmsprop,f,13,[0.000972249897239216 0.0159975711860081],,35.9277604363919,0.0001,False,[-87.8267039534043 -1.15724150085771],,,0.9,0.5,0.25,[66118.6332654322 244.211637937282],,3.13993489306639,8.95970577273585
14,rmsprop,f,14,[0.00101974403507025 0.0168604240144172],,30.4623535249732,0.0001,False,[-77.2263810659516 -0.805884545282936],,,0.9,0.5,0.25,[60103.1613321433 219.855419133587],,3.21501823412192,8.97259796811672
15,rmsprop,f,15,[0.00107030654312623 0.0177710922324289],,25.9791724637663,0.0001,False,[-68.2468479928214 -0.548040637665565],,,0.9,0.5,0.25,[54558.6084250245 197.899912074281],,3.28461255027494,8.98183816564489
16,rmsprop,f,16,[0.00112401070929785 0.0187316749972092],,22.2674533375241,0.0001,False,[-60.5714445343723 -0.363236687102102],,,0.9,0.5,0.25,[49469.6375718201 178.123114955939],,3.34944256368669,8.98829327831359
