,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,adam,g,0,,,11,0.0001,False,[1 10],[0. 0.],[0. 0.],0.9,0.5,0.5,,,6,10
1,adam,g,1,,[0.999900009999000 0.999990000099999],5.50009999450051,0.0001,False,[1 10],[0.100000000000000 1.00000000000000],[0.500000000000000 50.0000000000000],0.9,0.5,0.5,,,5.50004999500050,9.50000499995000
2,adam,g,2,,[0.999900009999000 0.999990000099999],0.000199989001014700,0.0001,False,[1 10],[0.190000000000000 1.90000000000000],[0.750000000000000 75.0000000000000],0.9,0.5,0.5,,,5.00009999000100,9.00000999990000
3,adam,g,3,,[0.999900009999000 0.999990000099999],4.99985000149998,0.0001,False,[1 10],[0.271000000000000 2.71000000000000],[0.875000000000000 87.5000000000000],0.9,0.5,0.5,,,4.50014998500150,8.50001499985000
4,adam,g,4,,[1.03803659509187 0.418431407427711],7.09200703863853,0.0001,False,[0 -10],[0.243900000000000 1.43900000000000],[0.437500000000000 93.7500000000000],0.9,0.5,0.5,,,3.98113168745557,8.29079929613615
5,adam,g,5,,[1.12779519817173 0.0720610117041121],7.45231209715909,0.0001,False,[0 -10],[0.219510000000000 0.295100000000000],[0.218750000000000 96.8750000000000],0.9,0.5,0.5,,,3.41723408836970,8.25476879028409
6,adam,g,6,,[1.26451364764081 -0.156736431478947],6.66862993976435,0.0001,False,[0 -10],[0.197559000000000 -0.734410000000000],[0.109375000000000 98.4375000000000],0.9,0.5,0.5,,,2.78497726454929,8.33313700602356
7,adam,g,7,,[1.45105477234352 -0.318371194358649],5.07677396797112,0.0001,False,[0 -10],[0.177803100000000 -1.66096900000000],[0.0546875000000000 99.2187500000000],0.9,0.5,0.5,,,2.05944987837753,8.49232260320289
8,adam,g,8,,[1.69481434489504 -0.438051538969071],2.88651627312577,0.0001,False,[0 -10],[0.160022790000000 -2.49487210000000],[0.0273437500000000 99.6093750000000],0.9,0.5,0.5,,,1.21204270593002,8.71134837268742
9,adam,g,9,,[2.00702326977276 -0.529784685612124],0.237592845065144,0.0001,False,[0 -10],[0.144020511000000 -3.24538489000000],[0.0136718750000000 99.8046875000000],0.9,0.5,0.5,,,0.208531071043636,8.97624071549349
10,adam,g,10,,[2.40289890700127 -0.601977185206344],2.77229308096658,0.0001,False,[0 -10],[0.129618459900000 -3.92084640100000],[0.00683593750000000 99.9023437500000],0.9,0.5,0.5,,,-0.992918382456999,9.27722930809666
11,adam,g,11,,[2.90223935819103 -0.368518729541171],4.61488672867244,0.0001,False,[0 10],[0.116656613910000 -2.52876176090000],[0.00341796875000000 99.9511718750000],0.9,0.5,0.5,,,-2.44403806155251,9.46148867286724
12,adam,g,12,,[3.53033651608028 -0.177804535017341],5.50390940375914,0.0001,False,[0 10],[0.104990952519000 -1.27588558481000],[0.00170898437500000 99.9755859375000],0.9,0.5,0.5,,,-4.20920631959265,9.55039094037591
13,adam,g,13,,[4.31917265539803 -0.0198837323062453],5.60332806529036,0.0001,False,[0 10],[0.0944918572671000 -0.148297026329001],[0.000854492187500000 99.9877929687500],0.9,0.5,0.5,,,-6.36879264729166,9.56033280652904
14,adam,g,14,,[5.30888776260757 0.112355805554087],5.04154903751992,0.0001,False,[0 10],[0.0850426715403900 0.866532676303899],[0.000427246093750000 99.9938964843750],0.9,0.5,0.5,,,-9.02323652859545,9.50415490375199
15,adam,g,15,,[6.54948947560580 0.224133199110622],3.92088304196681,0.0001,False,[0 10],[0.0765384043863510 1.77987940867351],[0.000213623046875000 99.9969482421875],0.9,0.5,0.5,,,-12.2979812663983,9.39208830419668
16,adam,g,16,,[8.10272222868221 0.319365643399696],2.32405482496834,0.0001,False,[0 10],[0.0688845639477159 2.60189146780616],[0.000106811523437500 99.9984741210938],0.9,0.5,0.5,,,-16.3493423807395,9.23240548249683
17,adam,g,17,,[10.0438978070834 0.401050873278386],0.318800458576405,0.0001,False,[0 10],[0.0619961075529443 3.34170232102554],[5.34057617187500e-5 99.9992370605469],0.9,0.5,0.5,,,-21.3712912842812,9.03188004585764
18,adam,g,18,,[12.4632814978055 0.471522145927772],2.03881027106245,0.0001,False,[0 10],[0.0557964967976499 4.00753208892299],[2.67028808593750e-5 99.9996185302734],0.9,0.5,0.5,,,-27.6029320331839,8.79611897289375
19,adam,g,19,,[15.4662772145309 0.301388382695323],3.54575218453906,0.0001,False,[0 -10],[0.0502168471178849 2.60677888003069],[1.33514404296875e-5 99.9998092651367],0.9,0.5,0.5,,,-35.3360706404494,8.64542478154609
20,adam,g,20,,[19.1711073194625 0.153239043359543],4.31194740133678,0.0001,False,[0 -10],[0.0451951624060964 1.34610099202762],[6.67572021484375e-6 99.9999046325684],0.9,0.5,0.5,,,-44.9216243001806,8.56880525986632
21,adam,g,21,,[23.7019166419284 0.0237472813091801],4.43068380788269,0.0001,False,[0 -10],[0.0406756461654868 0.211490892824859],[3.33786010742188e-6 99.9999523162842],0.9,0.5,0.5,,,-56.7725826211448,8.55693161921173
22,adam,g,22,,[29.1743537048467 -0.0898091541736566],3.98163803701440,0.0001,False,[0 -10],[0.0366080815489381 -0.809658196457627],[1.66893005371094e-6 99.9999761581421],0.9,0.5,0.5,,,-71.3597594735682,8.60183619629856
23,adam,g,23,,[35.6701322415748 -0.189678606528979],3.03324500436950,0.0001,False,[0 -10],[0.0329472733940443 -1.72869237681186],[8.34465026855469e-7 99.9999880790710],0.9,0.5,0.5,,,-89.1948255943556,8.69667549956305
24,adam,g,24,,[43.1979071071086 -0.277733577734371],1.64457711569765,0.0001,False,[0 -10],[0.0296525460546399 -2.55582313913068],[4.17232513427734e-7 99.9999940395355],0.9,0.5,0.5,,,-110.793779147910,8.83554228843023
25,adam,g,25,,[51.6418280435600 -0.355545308461734],0.133149426611006,0.0001,False,[0 -10],[0.0266872914491759 -3.30024082521761],[2.08616256713867e-7 99.9999970197678],0.9,0.5,0.5,,,-136.614693169690,9.01331494266110
26,adam,g,26,,[60.7082159493398 -0.210628589737615],1.18629237529907,0.0001,False,[0 10],[0.0240185623042583 -1.97021674269585],[1.04308128356934e-7 99.9999985098839],0.9,0.5,0.5,,,-166.968801144360,9.11862923752991
27,adam,g,27,,[69.8941268876780 -0.0820923842068720],1.59675429633344,0.0001,False,[0 10],[0.0216167060738325 -0.773195068426264],[5.21540641784668e-8 99.9999992549419],0.9,0.5,0.5,,,-201.915864588199,9.15967542963334
28,adam,g,28,,[78.5113083693205 0.0320916485511585],1.43629605357765,0.0001,False,[0 10],[0.0194550354664492 0.304124438416362],[2.60770320892334e-8 99.9999996274710],0.9,0.5,0.5,,,-241.171518772859,9.14362960535776
29,adam,g,29,,[85.7898805726355 0.133665754835094],0.767967279402182,0.0001,False,[0 10],[0.0175095319198043 1.27371199457473],[1.30385160446167e-8 99.9999998137355],0.9,0.5,0.5,,,-284.066459059177,9.07679672794022
30,adam,g,30,,[91.0479142466320 0.224133199110622],0.352698716150925,0.0001,False,[0 10],[0.0157585787278239 2.14634079511725],[6.51925802230835e-9 99.9999999068677],0.9,0.5,0.5,,,-329.590416182493,8.96473012838491
31,adam,g,31,,[93.8633067240445 0.0968653508401172],0.837025470351520,0.0001,False,[0 -10],[0.0141827208550415 0.931706715605528],[3.25962901115417e-9 99.9999999534339],0.9,0.5,0.5,,,-376.522069544515,8.91629745296485
32,adam,g,32,,[94.1670849837049 -0.0167203583733207],0.753423678484921,0.0001,False,[0 -10],[0.0127644487695373 -0.161463955955024],[1.62981450557709e-9 99.9999999767169],0.9,0.5,0.5,,,-423.605612036368,8.92465763215151
33,adam,g,33,,[92.2182477880517 -0.118182833065443],0.162509513157705,0.0001,False,[0 -10],[0.0114880038925836 -1.14531756035952],[8.14907252788544e-10 99.9999999883585],0.9,0.5,0.5,,,-469.714735930393,8.98374904868423
