,iteration,x,f(x),sum,epsilon,converged,gradient,alpha_n
0,0,[4 8],13,[0. 0.],0.0001,False,[-12 -20],[0.1 0.1]
1,1,[5.20000000000000 10.0000000000000],10.0048000000000,[14.4000000000000 40.0000000000000],0.0001,False,[-12 -20],[0.0263516194085918 0.0158111383047947]
2,2,[5.19747024453678 9.68377723390411],4.68007476855605,[12.9609216000000 76.0000000000000],0.0001,True,[0.0960000000000003 20.0000000000000],[0.0277760186474867 0.0114706551160900]
