,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,adam,f,0,,,13,0.0001,False,[12 20],[0. 0.],[0. 0.],0.25,0.5,0.01,,,6,10
1,adam,f,1,,[0.999991666736111 0.999995000025000],12.6827899902861,0.0001,False,[12 20],[9.00000000000000 15.0000000000000],[72.0000000000000 200.000000000000],0.25,0.5,0.01,,,5.99000008333264,9.99000004999975
2,adam,f,2,,[0.995849850682092 0.998641452879437],12.3718414386501,0.0001,False,[11.6435909402757 19.8000009999950],[10.9826932052068 18.6000007499963],[103.786604992236 296.020019799902],0.25,0.5,0.01,,,5.98004158482582,9.98001363547096
3,adam,f,3,,[0.991029746297624 0.997071865849968],12.0671491957008,0.0001,False,[11.2957418314122 19.6002727094191],[11.2174796748609 19.3502047195634],[115.690194257076 340.095355041750],0.25,0.5,0.01,,,5.97013128736284,9.97004291681246
4,adam,f,4,,[0.986813338513844 0.995705523835509],11.7684833065009,0.0001,False,[10.9565236199904 19.4008583362491],[11.0217626337080 19.3881949320777],[117.867802046241 358.244329612479],0.25,0.5,0.01,,,5.96026315397770,9.96008586157410
5,adam,f,5,,[0.983632353060056 0.994680926054960],11.4755553428374,0.0001,False,[10.6255652109099 19.2017172314820],[10.7246145666094 19.2483366566310],[115.385219048770 363.475137125137],0.25,0.5,0.01,,,5.95042683044710,9.95013905231355
6,adam,f,6,,[0.981411740988493 0.993970616849395],11.1881078741912,0.0001,False,[10.3023739528602 19.0027810462711],[10.4079341062975 19.0641699488610],[110.762064056671 362.290412308828],0.25,0.5,0.01,,,5.94061271303722,9.94019934614506
7,adam,f,7,,[0.979912717108145 0.993494609048472],10.9059378428721,0.0001,False,[9.98651086350923 18.8039869229012],[10.0918666742063 18.8690326793911],[105.246231641829 357.940168252733],0.25,0.5,0.01,,,5.93081358586614,9.93026440005457
8,adam,f,8,,[0.978900943110567 0.993175496625484],10.6288905657864,0.0001,False,[9.67763830257199 18.6052880010915],[9.78119539548056 18.6712241706664],[99.4514573786189 352.048454928146],0.25,0.5,0.01,,,5.92102457643503,9.92033264508832
9,adam,f,9,,[0.978197662980956 0.992954826016776],10.3568464995997,0.0001,False,[9.37551003466020 18.4066529017664],[9.47693137486529 18.4727957189914],[93.6758228943165 345.426662987125],0.25,0.5,0.01,,,5.91124259980522,9.91040309682815
10,adam,f,10,,[0.977681126678644 0.992793170189213],10.0897093079076,0.0001,False,[9.07994649459511 18.2080619365630],[9.17919271466265 18.2742453821701],[88.0606256195132 338.480091236420],0.25,0.5,0.01,,,5.90146578853843,9.90047516512626
11,adam,f,11,,[0.977273510765633 0.992665576891296],9.82739722823382,0.0001,False,[8.79081204414002 18.0095033025252],[8.88790721177068 18.0756888224364],[82.6695010074553 331.411150220043],0.25,0.5,0.01,,,5.89169305343078,9.89054850935735
12,adam,f,12,,[0.976927017841426 0.992556877007107],9.56983743132949,0.0001,False,[8.50799833306154 17.8109701871469],[8.60297555273883 17.8771498459693],[77.5277683214166 324.320904613740],0.25,0.5,0.01,,,5.88192378325236,9.88062294058727
13,adam,f,13,,[0.976613067847980 0.992458094264356],9.31696254510757,0.0001,False,[8.23141333030305 17.6124588117455],[8.32430388591199 17.6786315703014],[72.6419668678537 317.259805004585],0.25,0.5,0.01,,,5.87215765257388,9.87069835964463
14,adam,f,14,,[0.976314879410505 0.992364012960341],9.06870859221375,0.0001,False,[7.96097451008493 17.4139671928926],[8.05180685404170 17.4801332872448],[68.0095410090379 310.253029199863],0.25,0.5,0.01,,,5.86239450377978,9.86077471951503
15,adam,f,15,,[0.976022709731577 0.992271636160756],8.82501379839156,0.0001,False,[7.69660477834275 17.2154943903006],[7.78540529726749 17.2816541145366],[63.6236330615232 303.313138151167],0.25,0.5,0.01,,,5.85263427668246,9.85085200315342
