,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,heavy_ball,f,0,,,13,0.0001,,[12 20],,,0.9,0.5,0.25,,0,6,10
1,heavy_ball,f,1,,,208.000000000000,0.0001,,[12 20],,,0.9,0.5,0.25,,[3.00000000000000 5.00000000000000],3.00000000000000,5.00000000000000
2,heavy_ball,f,2,,,417568.900300000,0.0001,,[-96.0000000000000 -80.0000000000000],,,0.9,0.5,0.25,,[-21.3000000000000 -15.5000000000000],24.3000000000000,20.5000000000000
3,heavy_ball,f,3,,,6.44454943202529e+17,0.0001,,[86268.6840000000 230.000000000000],,,0.9,0.5,0.25,,[21548.0010000000 43.5500000000000],-21523.7010000000,-23.0500000000000
4,heavy_ball,f,4,,,2.40890783827628e+54,0.0001,,[-119738751205197. -641.000000000000],,,0.9,0.5,0.25,,[-29934687781906.0 -121.055000000000],29934687760382.3,98.0050000000000
5,heavy_ball,f,5,,,1.25806495223189e+164,0.0001,,[3.21888487036742e+41 1780.10000000000],,,0.9,0.5,0.25,,[8.04721217591854e+40 336.075500000000],-8.04721217591854e+40,-238.070500000000
6,heavy_ball,f,6,,,1.79205651100236e+493,0.0001,,[-6.25342006513351e+123 -4941.41000000000],,,0.9,0.5,0.25,,[-1.56335501628338e+123 -932.884550000000],1.56335501628338e+123,694.814050000000
7,heavy_ball,f,7,,,5.17961656836979e+1480,0.0001,,[4.58515562322545e+370 13716.2810000000],,,0.9,0.5,0.25,,[1.14628890580636e+370 2589.47415500000],-1.14628890580636e+370,-1894.66010500000
8,heavy_ball,f,8,,,1.25064872200807e+4443,0.0001,,[-1.80743843620336e+1111 -38073.2021000000],,,0.9,0.5,0.25,,[-4.51859609050840e+1110 -7187.77378550000],4.51859609050840e+1110,5293.11368050000
9,heavy_ball,f,9,,,1.76055071655309e+13330,0.0001,,[1.10711264911253e+3333 105682.273610000],,,0.9,0.5,0.25,,[2.76778162278133e+3332 19951.5719955500],-2.76778162278133e+3332,-14658.4583150500
10,heavy_ball,f,10,,,4.91120577028445e+39991,0.0001,,[-2.54434916694609e+9998 -293349.166301000],,,0.9,0.5,0.25,,[-6.36087291736521e+9997 -55380.8767792550],6.36087291736521e+9997,40722.4184642050
11,heavy_ball,f,11,,,1.06612199018297e+119976,0.0001,,[3.08838477616922e+29994 814268.369284100],,,0.9,0.5,0.25,,[7.72096194042305e+29993 153724.303219695],-7.72096194042305e+29993,-113001.884755490
12,heavy_ball,f,12,,,1.09059427478002e+359929,0.0001,,[-5.52325991714214e+89982 -2260217.69510981],,,0.9,0.5,0.25,,[-1.38081497928554e+89982 -426702.550879727],1.38081497928554e+89982,313700.666124236
