,alg,function_name,iteration,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,heavy_ball,f,0,13,0.0001,,[12 20],,,0.25,0.5,1.0,,0,6,10
1,heavy_ball,f,1,47533.0000000000,0.0001,,[12 20],,,0.25,0.5,1.0,,[12.0000000000000 20.0000000000000],-6.00000000000000,-10.0000000000000
2,heavy_ball,f,2,1.94551730297706e+17,0.0001,,[-15972.0000000000 -380.000000000000],,,0.25,0.5,1.0,,[-15969.0000000000 -375.000000000000],15963.0000000000,365.000000000000
