,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0
58,rmsprop,relu,58,[0.100101090242744],[0.00912034456046449],93.2877794157390,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.997781468765538],[0.000908510725824641],93.2877794157390
59,rmsprop,relu,59,[0.100089964653047],[0.00912034456046449],93.1876783254963,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.998003321888984],[0.000908510725824641],93.1876783254963
60,rmsprop,relu,60,[0.100079954793498],[0.00912034456046449],93.0875883608432,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.998202989700086],[0.000908510725824641],93.0875883608432
61,rmsprop,relu,61,[0.100070948487269],[0.00912034456046449],92.9875084060497,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.998382690730077],[0.000908510725824641],92.9875084060497
62,rmsprop,relu,62,[0.100062844890290],[0.00912034456046449],92.8874374575625,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.998544421657069],[0.000908510725824641],92.8874374575625
63,rmsprop,relu,63,[0.100055553336013],[0.00912034456046449],92.7873746126722,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.998689979491362],[0.000908510725824641],92.7873746126722
64,rmsprop,relu,64,[0.100048992299897],[0.00912034456046449],92.6873190593362,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.998820981542226],[0.000908510725824641],92.6873190593362
65,rmsprop,relu,65,[0.100043088470845],[0.00912034456046449],92.5872700670363,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.998938883388004],[0.000908510725824641],92.5872700670363
66,rmsprop,relu,66,[0.100037775918229],[0.00912034456046449],92.4872269785654,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999044995049203],[0.000908510725824641],92.4872269785654
67,rmsprop,relu,67,[0.100032995344442],[0.00912034456046449],92.3871892026472,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999140495544283],[0.000908510725824641],92.3871892026472
68,rmsprop,relu,68,[0.100028693413983],[0.00912034456046449],92.2871562073028,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999226445989855],[0.000908510725824641],92.2871562073028
69,rmsprop,relu,69,[0.100024822151086],[0.00912034456046449],92.1871275138888,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999303801390869],[0.000908510725824641],92.1871275138888
70,rmsprop,relu,70,[0.100021338398762],[0.00912034456046449],92.0871026917377,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999373421251782],[0.000908510725824641],92.0871026917377
71,rmsprop,relu,71,[0.100018203332886],[0.00912034456046449],91.9870813533389,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999436079126604],[0.000908510725824641],91.9870813533389
72,rmsprop,relu,72,[0.100015382025642],[0.00912034456046449],91.8870631500061,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999492471213944],[0.000908510725824641],91.8870631500061
73,rmsprop,relu,73,[0.100012843053250],[0.00912034456046449],91.7870477679804,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999543224092549],[0.000908510725824641],91.7870477679804
74,rmsprop,relu,74,[0.100010558143419],[0.00912034456046449],91.6870349249272,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999588901683294],[0.000908510725824641],91.6870349249272
75,rmsprop,relu,75,[0.100008501858466],[0.00912034456046449],91.5870243667837,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999630011514965],[0.000908510725824641],91.5870243667837
76,rmsprop,relu,76,[0.100006651310453],[0.00912034456046449],91.4870158649253,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999667010363468],[0.000908510725824641],91.4870158649253
77,rmsprop,relu,77,[0.100004985905074],[0.00912034456046449],91.3870092136148,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999700309327122],[0.000908510725824641],91.3870092136148
78,rmsprop,relu,78,[0.100003487111369],[0.00912034456046449],91.2870042277097,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999730278394409],[0.000908510725824641],91.2870042277097
79,rmsprop,relu,79,[0.100002138254653],[0.00912034456046449],91.1870007405984,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999757250554968],[0.000908510725824641],91.1870007405984
80,rmsprop,relu,80,[0.100000924330274],[0.00912034456046449],91.0869986023437,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999781525499472],[0.000908510725824641],91.0869986023437
81,rmsprop,relu,81,[0.0999998318361316],[0.00912034456046449],90.9869976780135,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999803372949524],[0.000908510725824641],90.9869976780135
82,rmsprop,relu,82,[0.0999988486220176],[0.00912034456046449],90.8869978461773,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999823035654572],[0.000908510725824641],90.8869978461773
83,rmsprop,relu,83,[0.0999979637541117],[0.00912034456046449],90.7869989975553,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999840732089115],[0.000908510725824641],90.7869989975553
84,rmsprop,relu,84,[0.0999971673930806],[0.00912034456046449],90.6870010338012,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999856658880203],[0.000908510725824641],90.6870010338012
85,rmsprop,relu,85,[0.0999964506844203],[0.00912034456046449],90.5870038664081,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999870992992183],[0.000908510725824641],90.5870038664081
86,rmsprop,relu,86,[0.0999958056598023],[0.00912034456046449],90.4870074157237,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999883893692965],[0.000908510725824641],90.4870074157237
87,rmsprop,relu,87,[0.0999952251483185],[0.00912034456046449],90.3870116100639,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999895504323668],[0.000908510725824641],90.3870116100639
88,rmsprop,relu,88,[0.0999947026966276],[0.00912034456046449],90.2870163849156,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999905953891301],[0.000908510725824641],90.2870163849156
89,rmsprop,relu,89,[0.0999942324971076],[0.00912034456046449],90.1870216822189,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999915358502171],[0.000908510725824641],90.1870216822189
90,rmsprop,relu,90,[0.0999938093232109],[0.00912034456046449],90.0870274497218,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999923822651954],[0.000908510725824641],90.0870274497218
91,rmsprop,relu,91,[0.0999934284712976],[0.00912034456046449],89.9870336403986,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999931440386759],[0.000908510725824641],89.9870336403986
92,rmsprop,relu,92,[0.0999930857082964],[0.00912034456046449],89.8870402119273,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999938296348083],[0.000908510725824641],89.8870402119273
93,rmsprop,relu,93,[0.0999927772246092],[0.00912034456046449],89.7870471262190,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999944466713275],[0.000908510725824641],89.7870471262190
94,rmsprop,relu,94,[0.0999924995917318],[0.00912034456046449],89.6870543489944,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999950020041947],[0.000908510725824641],89.6870543489944
95,rmsprop,relu,95,[0.0999922497241195],[0.00912034456046449],89.5870618494027,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999955018037752],[0.000908510725824641],89.5870618494027
96,rmsprop,relu,96,[0.0999920248448700],[0.00912034456046449],89.4870695996786,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999959516233977],[0.000908510725824641],89.4870695996786
97,rmsprop,relu,97,[0.0999918224548427],[0.00912034456046449],89.3870775748337,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999963564610579],[0.000908510725824641],89.3870775748337
98,rmsprop,relu,98,[0.0999916403048689],[0.00912034456046449],89.2870857523789,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999967208149521],[0.000908510725824641],89.2870857523789
99,rmsprop,relu,99,[0.0999914763707437],[0.00912034456046449],89.1870941120740,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999970487334569],[0.000908510725824641],89.1870941120740
100,rmsprop,relu,100,[0.0999913288307203],[0.00912034456046449],89.0871026357032,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999973438601112],[0.000908510725824641],89.0871026357032
101,rmsprop,relu,101,[0.0999911960452577],[0.00912034456046449],88.9871113068725,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999976094741001],[0.000908510725824641],88.9871113068725
102,rmsprop,relu,102,[0.0999910765387937],[0.00912034456046449],88.8871201108273,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999978485266901],[0.000908510725824641],88.8871201108273
103,rmsprop,relu,103,[0.0999909689833425],[0.00912034456046449],88.7871290342885,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999980636740211],[0.000908510725824641],88.7871290342885
104,rmsprop,relu,104,[0.0999908721837331],[0.00912034456046449],88.6871380653051,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999982573066190],[0.000908510725824641],88.6871380653051
105,rmsprop,relu,105,[0.0999907850643251],[0.00912034456046449],88.5871471931214,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999984315759571],[0.000908510725824641],88.5871471931214
106,rmsprop,relu,106,[0.0999907066570525],[0.00912034456046449],88.4871564080571,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999985884183614],[0.000908510725824641],88.4871564080571
107,rmsprop,relu,107,[0.0999906360906650],[0.00912034456046449],88.3871657014000,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999987295765252],[0.000908510725824641],88.3871657014000
108,rmsprop,relu,108,[0.0999905725810439],[0.00912034456046449],88.2871750653093,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999988566188727],[0.000908510725824641],88.2871750653093
109,rmsprop,relu,109,[0.0999905154224884],[0.00912034456046449],88.1871844927283,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999989709569854],[0.000908510725824641],88.1871844927283
110,rmsprop,relu,110,[0.0999904639798722],[0.00912034456046449],88.0871939773058,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999990738612869],[0.000908510725824641],88.0871939773058
111,rmsprop,relu,111,[0.0999904176815856],[0.00912034456046449],87.9872035133259,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999991664751582],[0.000908510725824641],87.9872035133259
112,rmsprop,relu,112,[0.0999903760131826],[0.00912034456046449],87.8872130956443,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999992498276424],[0.000908510725824641],87.8872130956443
113,rmsprop,relu,113,[0.0999903385116645],[0.00912034456046449],87.7872227196312,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999993248448781],[0.000908510725824641],87.7872227196312
114,rmsprop,relu,114,[0.0999903047603342],[0.00912034456046449],87.6872323811195,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999993923603903],[0.000908510725824641],87.6872323811195
115,rmsprop,relu,115,[0.0999902743841662],[0.00912034456046449],87.5872420763592,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999994531243513],[0.000908510725824641],87.5872420763592
116,rmsprop,relu,116,[0.0999902470456387],[0.00912034456046449],87.4872518019750,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999995078119162],[0.000908510725824641],87.4872518019750
117,rmsprop,relu,117,[0.0999902224409831],[0.00912034456046449],87.3872615549294,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999995570307245],[0.000908510725824641],87.3872615549294
118,rmsprop,relu,118,[0.0999902002968086],[0.00912034456046449],87.2872713324884,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999996013276521],[0.000908510725824641],87.2872713324884
119,rmsprop,relu,119,[0.0999901803670641],[0.00912034456046449],87.1872811321916,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999996411948869],[0.000908510725824641],87.1872811321916
120,rmsprop,relu,120,[0.0999901624303042],[0.00912034456046449],87.0872909518245,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999996770753982],[0.000908510725824641],87.0872909518245
121,rmsprop,relu,121,[0.0999901462872286],[0.00912034456046449],86.9873007893942,0.0001,False,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.999997093678584],[0.000908510725824641],86.9873007893942
