,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,heavy_ball,f,0,,,13,0.0001,,[12 20],,,0.25,0.5,0.1,,0,6,10
1,heavy_ball,f,1,,,10.0048000000000,0.0001,,[12 20],,,0.25,0.5,0.1,,[1.20000000000000 2.00000000000000],4.80000000000000,8.00000000000000
2,heavy_ball,f,2,,,2.67350943706440,0.0001,,[-0.0960000000000003 -20.0000000000000],,,0.25,0.5,0.1,,[0.290400000000000 -1.50000000000000],4.50960000000000,9.50000000000000
3,heavy_ball,f,3,,,0.250919317879067,0.0001,,[-1.41524826316800 10.0000000000000],,,0.25,0.5,0.1,,[-0.0689248263168002 0.625000000000000],4.57852482631680,8.87500000000000
4,heavy_ball,f,4,,,0.0390773847917303,0.0001,,[-0.898456884677384 -2.50000000000000],,,0.25,0.5,0.1,,[-0.107076895046938 -0.0937500000000000],4.68560172136374,8.96875000000000
5,heavy_ball,f,5,,,0.0416892044847180,0.0001,,[-0.372925194360139 -0.625000000000000],,,0.25,0.5,0.1,,[-0.0640617431977485 -0.0859375000000000],4.74966346456149,9.05468750000000
6,heavy_ball,f,6,,,0.0174939983929488,0.0001,,[-0.188258224498945 1.09375000000000],,,0.25,0.5,0.1,,[-0.0348412582493316 0.0878906250000000],4.78450472281082,8.96679687500000
7,heavy_ball,f,7,,,0.00557906620694092,0.0001,,[-0.120086590846498 -0.664062500000000],,,0.25,0.5,0.1,,[-0.0207189736469827 -0.0444335937500000],4.80522369645780,9.01123046875000
8,heavy_ball,f,8,,,0.00320077914806468,0.0001,,[-0.0886726330661300 0.224609375000000],,,0.25,0.5,0.1,,[-0.0140470067183587 0.0113525390625000],4.81927070317616,8.99987792968750
9,heavy_ball,f,9,,,0.00258729384120001,0.0001,,[-0.0708381030126496 -0.00244140625000000],,,0.25,0.5,0.1,,[-0.0105955619808546 0.00259399414062500],4.82986626515701,8.99728393554688
10,heavy_ball,f,10,,,0.00208740945896339,0.0001,,[-0.0590952472155955 -0.0543212890625000],,,0.25,0.5,0.1,,[-0.00855841521677321 -0.00478363037109375],4.83842468037379,9.00206756591797
11,heavy_ball,f,11,,,0.00171139061580494,0.0001,,[-0.0506181556797666 0.0413513183593750],,,0.25,0.5,0.1,,[-0.00720141937216996 0.00293922424316406],4.84562609974596,8.99912834167480
