,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,rmsprop,f,0,0.25,,13,0.0001,False,[12 20],,,0.25,0.5,0.25,[0. 0.],,6,10
1,rmsprop,f,1,[0.0240560297369803 0.0144336733968884],,208.000000000000,0.0001,False,[12 20],,,0.25,0.5,0.25,[108.000000000000 300.000000000000],,3.00000000000000,5.00000000000000
2,rmsprop,f,2,[0.00300117308911979 0.00358056924199938],,80.9851538765540,0.0001,False,[-96.0000000000000 -80.0000000000000],,,0.25,0.5,0.25,[6939.00000000000 4875.00000000000],,5.30937885475011,6.15469387175107
3,rmsprop,f,3,[0.00600217513926229 0.00413945174899135],,69.8049615435809,0.0001,False,[0.355347388784738 -56.9061225649785],,,0.25,0.5,0.25,[1734.84470382504 3647.48008903527],,5.30831239572960,6.35845018388868
4,rmsprop,f,4,[0.0120030379309255 0.00456039139993040],,58.7288034358775,0.0001,False,[0.351685290361621 -52.8309963222263],,,0.25,0.5,0.25,[433.803937863852 3005.20565155814],,5.30620151902295,6.57714154401568
5,rmsprop,f,5,[0.0239961147821284 0.00498766145570272],,48.5075027325782,0.0001,False,[0.344511139125430 -48.4571691196865],,,0.25,0.5,0.25,[108.540000409699 2512.37434220995],,5.30206633875240,6.79812520133407
6,rmsprop,f,6,[0.0479193831967416 0.00547821809724634],,39.3148377495408,0.0001,False,[0.330741156793992 -44.0374959733186],,,0.25,0.5,0.25,[27.2170423870228 2082.56937425253],,5.29412983599080,7.01776932260585
7,rmsprop,f,7,[0.0953482412954691 0.00606442144062841],,31.1722817054574,0.0001,False,[0.305350396578045 -39.6446135478829],,,0.25,0.5,0.25,[6.87418974527349 1699.41388108387],,5.27949763332790,7.23495116200220
8,rmsprop,f,8,[0.187895587714432 0.00678037301737676],,24.0676319895564,0.0001,False,[0.262008662695772 -35.3009767599559],,,0.25,0.5,0.25,[1.77003384081409 1359.47269042618],,5.25451556813568,7.44903116234041
9,rmsprop,f,9,[0.363888015012021 0.00767316775206250],,17.9800081779313,0.0001,False,[0.197844646394048 -31.0193767531919],,,0.25,0.5,0.25,[0.471865338283612 1061.51947322389],,5.21734143202532,7.65935410749359
10,rmsprop,f,10,[0.694922217474461 0.00881361453258514],,12.8827704296466,0.0001,False,[0.123199464103043 -26.8129178501281],,,0.25,0.5,0.25,[0.129349915537361 804.579291034263],,5.17251062358231,7.86509412407990
11,rmsprop,f,11,[1.33209670316220 0.0103137466006768],,8.74035803555901,0.0001,False,[0.0616068184478431 -22.6981175184021],,,0.25,0.5,0.25,[0.0351840289437893 587.548226917959],,5.12969867669499,8.06514658250241
12,rmsprop,f,12,[2.58829095086896 0.0123605503775318],,5.50612876846400,0.0001,False,[0.0261810994969629 -18.6970683499518],,,0.25,0.5,0.25,[0.00931009471409974 409.072330391566],,5.09482292036993,8.25798340763935
13,rmsprop,f,13,[5.08633566557618 0.0152869336223095],,3.12020309043093,0.0001,False,[0.0102310740031648 -14.8403318472130],,,0.25,0.5,0.25,[0.00240602983496861 267.444669599445],,5.06834192410986,8.44141807705612
14,rmsprop,f,14,[10.0607803972927 0.0197354038738434],,1.50391966971176,0.0001,False,[0.00383038873553847 -11.1716384588777],,,0.25,0.5,0.25,[0.000612511367141157 160.465296791767],,5.04885928127127,8.61219817262942
15,rmsprop,f,15,[19.9462101547163 0.0270788610974899],,0.551001673899896,0.0001,False,[0.00139965973283182 -7.75603654741161],,,0.25,0.5,0.25,[0.000154597127311072 85.2334013915303],,5.03477761206832,8.76526668635288
16,rmsprop,f,16,[39.4807251257983 0.0406412744989437],,0.115793993225034,0.0001,False,[0.000504754875284957 -4.69466627294247],,,0.25,0.5,0.25,[3.88403649408611e-5 37.8382689086102],,5.02470966524927,8.89239290225696
17,rmsprop,f,17,[77.6386940909608 0.0695140127334925],,0.00405700736407986,0.0001,False,[0.000181043039266617 -2.15214195486087],,,0.25,0.5,0.25,[9.73467367176544e-6 12.9333534725568],,5.01756195478004,8.97985869420515
18,rmsprop,f,18,[150.508374028141 0.136479507341295],,0.000617988135838782,0.0001,False,[6.49979724923741e-5 -0.402826115897000],,,0.25,0.5,0.25,[2.43683697026245e-6 3.35504002787570],,5.01251559707718,9.00786075395500
19,rmsprop,f,19,[283.837897097133 0.269977357445931],,0.00184849969703232,0.0001,False,[2.35253430756124e-5 0.157215079099956],,,0.25,0.5,0.25,[6.09624323890731e-7 0.857297442791230],,5.00897483594241,8.98640411741281
20,rmsprop,f,20,[509.720894123700 0.481229806784341],,0.0357792167323252,0.0001,False,[8.67482658330987e-6 -0.271917651743763],,,0.25,0.5,0.25,[1.52462520434871e-7 0.269778767695189],,5.00651259140732,9.05981572647350
21,rmsprop,f,21,[846.730445051728 0.234040269874040],,2.66138863913658,0.0001,False,[3.31468865368164e-6 1.19631452946993],,,0.25,0.5,0.25,[3.81238704793708e-8 1.14082103198944],,5.00482302534303,8.48411351660338
22,rmsprop,f,22,[1264.96685620631 0.0279284017453149],,36.0573671927437,0.0001,False,[1.34629389976459e-6 -10.3177296679323],,,0.25,0.5,0.25,[9.53232700029111e-9 80.1268643833956],,5.00368307731011,10.8988777525737
23,rmsprop,f,23,[1679.88648431219 0.00753176276618772],,7.02621716937290,0.0001,True,[5.99533908832504e-7 37.9775550514731],,,0.25,0.5,0.25,[2.38335133075366e-9 1101.75273186160],,5.00292468678626,9.83822533779130
