,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,rmsprop,f,0,0.5,,13,0.0001,False,[12 20],,,0.9,0.5,0.5,[0. 0.],,6,10
1,rmsprop,f,1,[0.131758097042959 0.0790556915239734],,2685,0.0001,False,[12 20],,,0.9,0.5,0.5,[14.4000000000000 40.0000000000000],,0,0
2,rmsprop,f,2,[0.00105406197462594 0.00873569171019406],,4131249469.19854,0.0001,False,[-1500 -180],,,0.9,0.5,0.5,[225012.960000000 3276.00000000000],,197.637145564438,14.2300244743152
3,rmsprop,f,3,[1.84318384403525e-8 0.00786398900249642],,1.98832012510896e+20,0.0001,False,[85783023.4882722 104.600489486304],,,0.9,0.5,0.5,[735872712081457. 4042.52624007744],,-90222.9859818674,13.3162668454275
4,rmsprop,f,4,[1.79376261391013e-16 0.00755196265917977],,2.08569600093552e+33,0.0001,False,[-8.81464926196421e+15 86.3253369085493],,,0.9,0.5,0.5,[7.76980416114461e+30 4383.47999530716],,162379968.118915,12.6374053453418
5,rmsprop,f,5,[3.07745309958635e-26 0.00747487370274480],,2.01564776123675e+40,0.0001,False,[5.13781617109523e+25 72.7481069068367],,,0.9,0.5,0.5,[2.63971550079676e+50 4474.36070162929],,-9053642596.73459,12.0880143584554
6,rmsprop,f,6,[1.77549199646734e-31 0.00753062332679714],,2.01540371377544e+40,0.0001,False,[-8.90535599826116e+30 61.7602871691077],,,0.9,0.5,0.5,[7.93053654581417e+60 4408.35793858743],,-9053368538.58039,11.6263640120211
7,rmsprop,f,7,[1.28813883976346e-31 0.00767556986422071],,2.01540371236764e+40,0.0001,False,[-8.90454731440061e+30 52.5272802404211],,,0.9,0.5,0.5,[1.50665791786727e+61 4243.43366167426],,-9053368536.99940,11.2308008501493
8,rmsprop,f,8,[1.07860324901639e-31 0.00788780726426433],,2.01540371134626e+40,0.0001,False,[-8.90454730973559e+30 44.6160170029866],,,0.9,0.5,0.5,[2.14890175399373e+61 4018.14919282791],,-9053368535.85237,10.8883474945796
9,rmsprop,f,9,[9.57488815670818e-32 0.00815520629393282],,2.01540371049103e+40,0.0001,False,[-8.90454730635106e+30 37.7669498915929],,,0.9,0.5,0.5,[2.72692120590480e+61 3758.96852395653],,-9053368534.89192,10.5904490728756
10,rmsprop,f,10,[8.77444353726005e-32 0.00847060518265906],,2.01540370973182e+40,0.0001,False,[-8.90454730351709e+30 31.8089814575126],,,0.9,0.5,0.5,[3.24713871212005e+61 3484.25280169732],,-9053368534.03932,10.3310402670897
11,rmsprop,f,11,[8.20296854212305e-32 0.00882958843970594],,2.01540370903609e+40,0.0001,False,[-8.90454730100133e+30 26.6208053417947],,,0.9,0.5,0.5,[3.71533446726575e+61 3206.69424923216],,-9053368533.25800,10.1055459353950
12,rmsprop,f,12,[7.77396233819146e-32 0.00922935828230911],,2.01540370838567e+40,0.0001,False,[-8.90454729869589e+30 22.1109187078994],,,0.9,0.5,0.5,[4.13671064648629e+61 2934.91409691967],,-9053368532.52756,9.91031562318042
13,rmsprop,f,13,[7.44038622489622e-32 0.00966812389175984],,2.01540370776926e+40,0.0001,False,[-8.90454729654060e+30 18.2063124636085],,,0.9,0.5,0.5,[4.51594920740095e+61 2674.56966857996],,-9053368531.83533,9.74228304245411
14,rmsprop,f,14,[7.17421113881143e-32 0.0101447598749517],,2.01540370717931e+40,0.0001,False,[-8.90454729449803e+30 14.8456608490822],,,0.9,0.5,0.5,[4.85726391186038e+61 2429.15206632656],,-9053368531.17279,9.59875335411014
