,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,adam,f,0,,,13,0.0001,False,[12 20],[0. 0.],[0. 0.],0.9,0.9,0.01,,,6,10
1,adam,f,1,,[0.999991666736111 0.999995000025000],12.6827899902861,0.0001,False,[12 20],[1.20000000000000 2.00000000000000],[14.4000000000000 40.0000000000000],0.9,0.9,0.01,,,5.99000008333264,9.99000004999975
2,adam,f,2,,[0.999878074078273 0.999982376430046],12.3711236261131,0.0001,False,[11.6435909402757 19.8000009999950],[2.24435909402757 3.78000009999950],[26.5173209984471 75.2040039599803],0.9,0.9,0.01,,,5.98000130259186,9.98000022623545
3,adam,f,3,,[0.999686195305142 0.999961078718388],12.0649390042478,0.0001,False,[11.2943490363917 19.6000045247090],[3.14935808826399 5.36200054247045],[36.6218209141867 106.099621300844],0.9,0.9,0.01,,,5.97000444063880,9.97000061544827
4,adam,f,4,,[0.999414294071451 0.999930941668422],11.7641740865132,0.0001,False,[10.9522264157825 19.4000123089654],[3.92964492101584 6.76580171911994],[44.9547651690243 133.125706929560],0.9,0.9,0.01,,,5.96001029769809,9.96000130603158
5,adam,f,5,,[0.999060832020839 0.999891833245906],11.4687666968025,0.0001,False,[10.6171736565730 19.2000261206317],[4.59839779457155 8.00922415927111],[51.7317262975047 156.677236539898],0.9,0.9,0.01,,,5.95001968937788,9.95000238769912
6,adam,f,6,,[0.998624469301816 0.999843654483129],11.1786545230891,0.0001,False,[10.2891397211458 19.0000477539825],[5.16747198722898 9.10830651874225],[57.1451932878803 177.109694351269],0.9,0.9,0.01,,,5.94003344468486,9.94000395115429
7,adam,f,7,,[0.998104063080051 0.999786338950124],10.8937751243631,0.0001,False,[9.96807189989972 18.8000790230859],[5.64753197849606 10.0774837691766],[61.3669196992493 194.743022043570],0.9,0.9,0.01,,,5.93005240405406,9.93000608776479
8,adam,f,8,,[0.997498664090999 0.999719851829264],10.6140659423698,0.0001,False,[9.65391576553292 18.6001217552958],[6.04817035719974 10.9297475677885],[64.5500366901249 209.865172770396],0.9,0.9,0.01,,,5.92007741741315,9.92000888924650
9,adam,f,9,,[0.996807511304478 0.999644188611147],10.3394643179698,0.0001,False,[9.34661513805456 18.4001777849300],[6.37801483528522 11.6767905895027],[66.8309544750035 222.735309745059],0.9,0.9,0.01,,,5.91010934230011,9.91001244736039
10,adam,f,10,,[0.996030024798191 0.999559373435574],10.0699075118901,0.0001,False,[9.04611206059960 18.2002489472078],[6.64482455781666 12.3291364252732],[68.3310733687957 233.586684944587],0.9,0.9,0.01,,,5.90014904205213,9.90001685362603
11,adam,f,11,,[0.995165796959952 0.999465457106578],9.80533272959049,0.0001,False,[8.75234678599823 18.0003370725207],[6.85557678063482 12.8962564899979],[69.1583234581535 242.629229922565],0.9,0.9,0.01,,,5.89019738408253,9.89002219905497
12,adam,f,12,,[0.994214582157952 0.999362514814740],9.54567714992933,0.0001,False,[8.46525777392965 17.8004439810993],[7.01654487996430 13.3866752391081],[69.4085500302458 250.051887522734],0.9,0.9,0.01,,,5.88025523826095,9.88002857390682
13,adam,f,13,,[0.993176285034704 0.999250643603341],9.29087795727981,0.0001,False,[8.18478169837688 17.6005714781364],[7.13336856180556 13.8080648630109],[69.1667601722297 256.024710406159],0.9,0.9,0.01,,,5.87032347541060,9.87003606747079
14,adam,f,14,,[0.992050947592887 0.999129959617237],9.04087237671986,0.0001,False,[7.91085346499459 17.4007213494157],[7.21111705212446 14.1673305116514],[68.5082444094684 260.700749713544],0.9,0.9,0.01,,,5.86040296593467,9.86004476787461
15,adam,f,15,,[0.990838735250302 0.999000595174643],8.79559771189955,0.0001,False,[7.64340623790802 17.2008953574922],[7.25434597070282 14.4706869962355],[67.4995858602907 264.217754852130],0.9,0.9,0.01,,,5.85049457858217,9.85005476192287
16,adam,f,16,,[0.989539922046471 0.998862695702357],8.55499138517527,0.0001,False,[7.38237147537793 17.0010952384573],[7.26714852117033 14.7237278204577],[66.1995681343090 266.699703297626],0.9,0.9,0.01,,,5.84059917936170,9.84006613496584
17,adam,f,17,,[0.988154875185156 0.998716416574340],8.31899097959426,0.0001,False,[7.12767897369667 16.8013226993169],[7.25320156642296 14.9314873083436],[64.6599920760859 268.258177412522],0.9,0.9,0.01,,,5.83071763060985,9.83007897080010
18,adam,f,18,,[0.986684039095571 0.998561919892074],8.08753428231160,0.0001,False,[6.87925691862298 16.6015794160020],[7.21580710164296 15.0984965191094],[62.9264104437195 268.993603581852],0.9,0.9,0.01,,,5.82085079021890,9.82009335160118
19,adam,f,19,,[0.985127919190462 0.998399371242879],7.86055932902783,0.0001,False,[6.63703194361953 16.4018670320236],[7.15792958584062 15.2288335704008],[61.0387887014102 268.996367437285],0.9,0.9,0.01,,,5.81099951102699,9.81010935788875
20,adam,f,20,,[0.983487065491960 0.998228936469468],7.63800444904620,0.0001,False,[6.40092919412559 16.2021871577750],[7.08222954666912 15.3261689291383],[59.0320992860901 268.347817563113],0.9,0.9,0.01,,,5.80116464037207,9.80012706852406
21,adam,f,21,,[0.981762056286549 0.998050778480502],7.41980831056466,0.0001,False,[6.17087239708023 16.0025413704811],[6.99109383171023 15.3938061732725],[56.9368559715857 267.121168838198],0.9,0.9,0.01,,,5.79134701980921,9.79014656073925
22,adam,f,22,,[0.979953481959016 0.997865054128063],7.20590996583739,0.0001,False,[5.94678393490443 15.8029312147850],[6.88666284202965 15.4347186774238],[54.7795942912709 265.382315452301],0.9,0.9,0.01,,,5.78154748498962,9.78016791019797
23,adam,f,23,,[0.978061929142324 0.997671911173710],6.99624889586492,0.0001,False,[5.72858492315689 15.6033582039595],[6.77085505014237 15.4515826300774],[52.5833033843259 263.190562631178],0.9,0.9,0.01,,,5.77176686569819,9.77019119108624
24,adam,f,24,,[0.976087965306378 0.997471485360427],6.79076505429841,0.0001,False,[5.51619529109347 15.4038238217247],[6.64538907423748 15.4468067492421],[50.3678140948414 260.599285201133],0.9,0.9,0.01,,,5.76200598604513,9.76021647623263
25,adam,f,25,,[0.974032123894062 0.997263897603238],6.58939891027196,0.0001,False,[5.30953386438572 15.2043295246526],[6.51180355325231 15.4225590267831],[48.1501476710632 257.656520310442],0.9,0.9,0.01,,,5.75226566480619,9.75024383725660
26,adam,f,26,,[0.971894890098074 0.997049251306855],6.39209148990798,0.0001,False,[5.10851844928702 15.0048767451320],[6.37147504285578 15.3807907986180],[45.9448289786274 254.405500893058],0.9,0.9,0.01,,,5.74254671590521,9.74027334474353
27,adam,f,27,,[0.969676687357370 0.996827629814294],6.19878441627069,0.0001,False,[4.91306591757469 14.8054668948706],[6.22563413032767 15.3232584082433],[43.7641677518081 250.885135801264],0.9,0.9,0.01,,,5.73284994903163,9.73030506844539
28,adam,f,28,,[0.967377864637703 0.996599093986203],6.00941994757530,0.0001,False,[4.72309229164230 14.6061013689078],[6.07537994645913 15.2515427043097],[41.6185110561644 247.130441941018],0.9,0.9,0.01,,,5.72317617038526,9.72033907750553
29,adam,f,29,,[0.964998684547157 0.996363679906684],5.82394101349070,0.0001,False,[4.53851282916609 14.4067815501105],[5.92169323472983 15.1670665888898],[39.5164698205985 243.172933210177],0.9,0.9,0.01,,,5.71352618353979,9.71037544070646
30,adam,f,30,,[0.962539312324864 0.996121396707592],5.64229124940397,0.0001,False,[4.35924210682246 14.2075088141292],[5.76544812193909 15.0711108114138],[37.4651220131280 239.040970559515],0.9,0.9,0.01,,,5.70390079041654,9.70041422673938
31,adam,f,31,,[0.959999805729515 0.995872224499884],5.46441502854448,0.0001,False,[4.18519410258863 14.0082845347877],[5.60742272000405 14.9648281837511],[35.4701947794495 234.760077064321],0.9,0.9,0.01,,,5.69430079235924,9.69045550449438
32,adam,f,32,,[0.957380105843941 0.995616112397396],5.29025749189257,0.0001,False,[4.01628227621454 13.8091100898877],[5.44830867562509 14.8492563743648],[33.5362276337280 230.353221505352],0.9,0.9,0.01,,,5.68472699130080,9.68049934337041
33,adam,f,33,,[0.954680028802998 0.995352976615534],5.11976457582364,0.0001,False,[3.85241964751038 13.6099868674082],[5.28871977281362 14.7253294236691],[31.6667185844076 225.841073607920],0.9,0.9,0.01,,,5.67518019101277,9.67054581360425
34,adam,f,34,,[0.951899258444391 0.995082698624746],4.95288303746241,0.0001,False,[3.69351887214908 13.4109162720851],[5.12919968274717 14.5938881085107],[29.8642548918590 221.242233772815],0.9,0.9,0.01,,,5.66566119842833,9.66059498661801
35,adam,f,35,,[0.949037339875833 0.994805123336229],4.78956047774338,0.0001,False,[3.53949231473730 13.2118997323601],[4.97022894594618 14.4556892708957],[28.1306299872815 216.573439849328],0.9,0.9,0.01,,,5.65617082502957,9.65064693538464
36,adam,f,36,,[0.946093673947147 0.994520057295165],4.62974536219298,0.0001,False,[3.39025211896013 13.0129387076929],[4.81223126324758 14.3114142145754],[26.4669479315648 211.849753245412],0.9,0.9,0.01,,,5.64670988829010,9.64070173481169
37,adam,f,37,,[0.943067512612422 0.994227266854714],4.47338703946612,0.0001,False,[3.24571027465389 12.8140346962338],[4.65557916438821 14.1616762627412],[24.8737166571077 207.084726440499],0.9,0.9,0.01,,,5.63727921316397,9.63075946214314
38,adam,f,38,,[0.939957955165249 0.993926476302092],4.32043575768375,0.0001,False,[3.10577868170771 12.6151892428629],[4.50059911612016 14.0070275607534],[23.3509311133719 202.290553759774],0.9,0.9,0.01,,,5.62787963361232,9.62082019738012
39,adam,f,39,,[0.936763945329081 0.993617365906141],4.17084267863124,0.0001,False,[2.97036921073754 12.4164039476025],[4.34757612558189 13.8479651994383],[21.8981473268445 197.478207082800],0.9,0.9,0.01,,,5.61851199415903,9.61088402372106
40,adam,f,40,,[0.933484269185051 0.993299569853950],4.02455988988694,0.0001,False,[2.83939376051619 12.2176804744212],[4.19675788907532 13.6849367269366],[20.5145482868859 192.657557992026],0.9,0.9,0.01,,,5.60917715146718,9.60095102802252
41,adam,f,41,,[0.930117553920796 0.992972674042053],3.88154041495862,0.0001,False,[2.71276431217856 12.0190205604504],[4.04835853138565 13.5183451102880],[19.1990024795402 187.837487716076],0.9,0.9,0.01,,,5.59987597592797,9.59102130128210
42,adam,f,42,,[0.926662267386079 0.992636213685662],3.74173822151109,0.0001,False,[2.59039298025421 11.8204260256420],[3.90256197627250 13.3485532018234],[17.9501158108012 183.025986087236],0.9,0.9,0.01,,,5.59060935325411,9.58109493914524
43,adam,f,43,,[0.923116718444002 0.992289670706970],3.60510822777300,0.0001,False,[2.47219206060824 11.6218987829049],[3.75952498470608 13.1758877599315],[16.7662775881746 178.230240610521],0.9,0.9,0.01,,,5.58137818606967,9.57117204243817
44,adam,f,44,,[0.919479058110326 0.991932470860952],3.47160630721239,0.0001,False,[2.35807407539690 11.4234408487635],[3.61937989377516 13.0006430688147],[15.6457011638630 173.456716631989],0.9,0.9,0.01,,,5.57218339548857,9.56125271772956
45,adam,f,45,,[0.915747281477741 0.991563980553989],3.34118929157214,0.0001,False,[2.24795181516655 11.2250543545913],[3.48223708591430 12.8230841973924],[14.5864597838078 168.711229495143],0.9,0.9,0.01,,,5.56302592267379,9.55133707792402
46,adam,f,46,,[0.911919230426683 0.991183503307115],3.21381497235485,0.0001,False,[2.14173837824360 11.0267415584805],[3.34818721514723 12.6434499335012],[13.5865181335111 163.999009485381],0.9,0.9,0.01,,,5.55390673036952,9.54142524289095
47,adam,f,47,,[0.907992597129418 0.990790275811525],3.08944210084540,0.0001,False,[2.03934720757893 10.8285048578191],[3.21730321439040 12.4619554259330],[12.6437600234660 159.324760282424],0.9,0.9,0.01,,,5.54482680439823,9.53151734013284
48,adam,f,48,,[0.903964928359446 0.990383463519162],2.96803038675554,0.0001,False,[1.94069212522307 10.6303468026568],[3.08964210547367 12.2787945636054],[11.7560126136097 154.692711568657],0.9,0.9,0.01,,,5.53578715511464,9.52161350549765
49,adam,f,49,,[0.899833630623666 0.989962155705466],2.84954049557072,0.0001,False,[1.84568736461924 10.4322701099530],[2.96524663138822 12.0941421182401],[10.9210675370402 150.106666376493],0.9,0.9,0.01,,,5.52678881880840,9.51171388394059
50,adam,f,50,,[0.895595976140160 0.989525359934789],2.73393404467414,0.0001,False,[1.75424760090884 10.2342776788118],[2.84414672834029 11.9081556742973],[10.1366992478657 145.570043699546],0.9,0.9,0.01,,,5.51783285904700,9.50181863034124
51,adam,f,51,,[0.891249109689643 0.989071995851101],2.62117359831632,0.0001,False,[1.66628797944969 10.0363726068249],[2.72636085345123 11.7209773675501],[9.40068088612495 141.085916839894],0.9,0.9,0.01,,,5.50892036795010,9.49192791038273
52,adam,f,52,,[0.886790056373517 0.988600888207540],2.51122266149184,0.0001,False,[1.58172414275095 9.83855820765467],[2.61189718238120 11.5327354515605],[8.71079792388858 136.657047916446],0.9,0.9,0.01,,,5.50005246738637,9.48204190150066
53,adam,f,53,,[0.882215730315947 0.988110759037677],2.40404567277699,0.0001,False,[1.50047225602992 9.64083803001316],[2.50075468974607 11.3435457094058],[8.06485983061127 132.285918916896],0.9,0.9,0.01,,,5.49123031008321,9.47216079391028
54,adam,f,54,,[0.877522944351217 0.987600218858874],2.29960799617343,0.0001,False,[1.42244903159608 9.44321587820559],[2.39292412393107 11.1535127262858],[7.46070997229901 127.974759637446],0.9,0.9,0.01,,,5.48245508063970,9.46228479172169
55,adam,f,55,,[0.872708420740746 0.987067756783578],2.19787591199398,0.0001,False,[1.34757175226552 9.24569583443383],[2.28838888676452 10.9627310371006],[6.89623393781950 123.725572819988],0.9,0.9,0.01,,,5.47372799643229,9.45241411415386
56,adam,f,56,,[0.867768802966365 0.986511729397348],2.09881660681683,0.0001,False,[1.27575829400575 9.04828228307710],[2.18712582748864 10.7712861616982],[6.36936646651000 119.540156765414],0.9,0.9,0.01,,,5.46505030840262,9.44254899685988
57,adam,f,57,,[0.862700668647564 0.985930348242563],2.00239816252411,0.0001,False,[1.20692714800625 8.85097993719765],[2.08910595954040 10.5792555392482],[5.87809713391845 115.420125673740],0.9,0.9,0.01,,,5.45642330171615,9.43268969337746
58,adam,f,58,,[0.857500543630348 0.985321665723510],1.90858954442944,0.0001,False,[1.14099744236372 8.65379386754913],[1.99429510782273 10.3867093720783],[5.42047493687466 111.366927936569],0.9,0.9,0.01,,,5.44784829627984,9.42283647672022
59,adam,f,59,,[0.852164917293797 0.984683559221424],1.81736058848756,0.0001,False,[1.07788896356400 8.45672953440442],[1.90265449339686 10.1937113883109],[4.99461190496450 107.381862584719],0.9,0.9,0.01,,,5.43932664710691,9.41298964112801
60,adam,f,60,,[0.846690259117314 0.984013713176231],1.72868198756591,0.0001,False,[1.01752217793393 8.25979282256014],[1.81414126185057 10.0003195317358],[4.59868585272679 103.466094073409],0.9,0.9,0.01,,,5.43085974451573,9.40314950399624
61,adam,f,61,,[0.841073036546655 0.983309598854563],1.64252527674528,0.0001,False,[0.959818253226994 8.06299007992490],[1.72870896098821 9.80658658655471],[4.23094237537688 99.6206655689645],0.9,0.9,0.01,,,5.42244901415027,9.39331640800770
62,adam,f,62,,[0.835309734190012 0.982568451479945],1.55886281760094,0.0001,False,[0.904699080495475 7.86632816015398],[1.64630797293894 9.61256074391464],[3.88969618046413 95.8465108843912],0.9,0.9,0.01,,,5.41409591680837,9.38349072349290
