,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0
0,heavy_ball,relu,0,[0.105398145398925],[0.00912034456046449],100,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],0,100
1,heavy_ball,relu,1,[0.105398145398925],[0.00912034456046449],99.9000000000000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.100000000000000],99.9000000000000
2,heavy_ball,relu,2,[0.105398145398925],[0.00912034456046449],99.7100000000000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.190000000000000],99.7100000000000
3,heavy_ball,relu,3,[0.105398145398925],[0.00912034456046449],99.4390000000000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.271000000000000],99.4390000000000
4,heavy_ball,relu,4,[0.105398145398925],[0.00912034456046449],99.0951000000000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.343900000000000],99.0951000000000
5,heavy_ball,relu,5,[0.105398145398925],[0.00912034456046449],98.6855900000000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.409510000000000],98.6855900000000
6,heavy_ball,relu,6,[0.105398145398925],[0.00912034456046449],98.2170310000000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.468559000000000],98.2170310000000
7,heavy_ball,relu,7,[0.105398145398925],[0.00912034456046449],97.6953279000000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.521703100000000],97.6953279000000
8,heavy_ball,relu,8,[0.105398145398925],[0.00912034456046449],97.1257951100000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.569532790000000],97.1257951100000
9,heavy_ball,relu,9,[0.105398145398925],[0.00912034456046449],96.5132155990000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.612579511000000],96.5132155990000
10,heavy_ball,relu,10,[0.105398145398925],[0.00912034456046449],95.8618940391000,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.651321559900000],95.8618940391000
11,heavy_ball,relu,11,[0.105398145398925],[0.00912034456046449],95.1757046351900,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.686189403910000],95.1757046351900
12,heavy_ball,relu,12,[0.105398145398925],[0.00912034456046449],94.4581341716710,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.717570463519000],94.4581341716710
13,heavy_ball,relu,13,[0.105398145398925],[0.00912034456046449],93.7123207545039,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.745813417167100],93.7123207545039
14,heavy_ball,relu,14,[0.105398145398925],[0.00912034456046449],92.9410886790535,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.771232075450390],92.9410886790535
15,heavy_ball,relu,15,[0.105398145398925],[0.00912034456046449],92.1469798111482,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.794108867905351],92.1469798111482
16,heavy_ball,relu,16,[0.105398145398925],[0.00912034456046449],91.3322818300334,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.814697981114816],91.3322818300334
17,heavy_ball,relu,17,[0.105398145398925],[0.00912034456046449],90.4990536470300,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.833228183003334],90.4990536470300
18,heavy_ball,relu,18,[0.105398145398925],[0.00912034456046449],89.6491482823270,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.849905364703001],89.6491482823270
19,heavy_ball,relu,19,[0.105398145398925],[0.00912034456046449],88.7842334540943,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.864914828232701],88.7842334540943
20,heavy_ball,relu,20,[0.105398145398925],[0.00912034456046449],87.9058101086849,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.878423345409431],87.9058101086849
21,heavy_ball,relu,21,[0.105398145398925],[0.00912034456046449],87.0152290978164,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.890581010868488],87.0152290978164
22,heavy_ball,relu,22,[0.105398145398925],[0.00912034456046449],86.1137061880348,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.901522909781639],86.1137061880348
23,heavy_ball,relu,23,[0.105398145398925],[0.00912034456046449],85.2023355692313,0.0001,True,[1],[9.12034456046449e-7],[3.37350334183377e-80],0.9,0.25,0.1,[0.899999999999999],[0.911370618803475],85.2023355692313
