,alg,function_name,iteration,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
83,adam,f,83,7.29181770306014,0.0001,False,[-5.61361286006163e-7 -18.9422796428213],[-6.61084326278260e-7 -19.5685453718442],[6.18084352383579e-9 440.910387586291],0.25,0.5,0.1,,,4.99676692076090,8.14607859244938
84,adam,f,84,5.79782244203097,0.0001,False,[-4.05536821054323e-7 -17.0784281510124],[-4.69423697360307e-7 -17.7009574562204],[3.09050399197451e-9 366.291547847793],0.25,0.5,0.1,,,4.99706862186865,8.23856566653391
85,adam,f,85,4.48640584394279,0.0001,False,[-3.02271204677783e-7 -15.2286866693217],[-3.44059327848414e-7 -15.8467543660464],[1.54529767992784e-9 299.102222760085],0.25,0.5,0.1,,,4.99731559527325,8.33019362172438
86,adam,f,86,3.35524258746594,0.0001,False,[-2.32126771232380e-7 -13.3961275655124],[-2.60109910386389e-7 -14.0087842656459],[7.72675781382884e-10 239.279228255783],0.25,0.5,0.1,,,4.99751912885871,8.42075544134172
87,adam,f,87,2.40135093789090,0.0001,False,[-1.83228854987622e-7 -11.5848911731657],[-2.02449118837314e-7 -12.1908644462857],[3.86354677098092e-10 186.744465874937],0.25,0.5,0.1,,,4.99768832160818,8.50996419132830
88,adam,f,88,1.62079651012250,0.0001,False,[-1.48239344714922e-7 -9.80071617343390],[-1.61791788245520e-7 -10.3982532416469],[1.93188326000707e-10 141.399251693573],0.25,0.5,0.1,,,4.99783036980462,8.59740882895225
89,adam,f,89,1.00820681891556,0.0001,False,[-1.22557077255582e-7 -8.05182342095509],[-1.32365755003066e-7 -8.63843087612803],[9.66016731189460e-11 103.115556047907],0.25,0.5,0.1,,,4.99795089008523,8.68247727343343
90,adam,f,90,0.555940228834973,0.0001,False,[-1.03246897465692e-7 -6.35045453133134],[-1.10526611850036e-7 -6.92244861753051],[4.83061665203912e-11 71.7219144012068],0.25,0.5,0.1,,,4.99805423402095,8.76421615220886
91,adam,f,91,0.252606315740162,0.0001,False,[-8.84001624319294e-8 -4.71567695582286],[-9.39317747864560e-8 -5.26736987124977],[2.41569905545546e-11 46.9797617764428],0.25,0.5,0.1,,,4.99814376535216,8.84106406457174
92,adam,f,92,0.0803970518436749,0.0001,False,[-7.67502626658095e-8 -3.17871870856510],[-8.10456406959711e-8 -3.70088149923627],[1.20814405786869e-11 28.5420072023123],0.25,0.5,0.1,,,4.99822208860453,8.91033559691065
93,adam,f,93,0.0106897900936576,0.0001,False,[-6.74390721797054e-8 -1.79328806178705],[-7.08407143087718e-8 -2.27018642114936],[6.04299430357169e-12 15.8789446374301],0.25,0.5,0.1,,,4.99829122965870,8.96730475559339
94,adam,f,94,0.000189685300085446,0.0001,False,[-5.98731818401421e-8 -0.653904888132217],[-6.26150649572996e-8 -1.05797527138650],[3.02328955073768e-12 8.15326812007666],0.25,0.5,0.1,,,4.99835277460419,9.00435528733838
95,adam,f,95,0.00202049021957987,0.0001,False,[-5.36340180733798e-8 0.0871057467676337],[-5.58792797943597e-8 -0.199164507770900],[1.51308307931619e-12 4.08042776559831],0.25,0.5,0.1,,,4.99840797487952,9.01421439481761
96,adam,f,96,8.32558076485185e-5,0.0001,True,[-4.84206923024018e-8 0.284287896352140],[-5.02853391753913e-8 0.163424795321380],[7.57713821379615e-13 2.08062368680532],0.25,0.5,0.1,,,4.99845782627843,9.00288540795520
