,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,heavy_ball,g,0,,,11,0.0001,,[1 10],,,0.25,0.5,0.25,,0,6,10
1,heavy_ball,g,1,,,15.7500000000000,0.0001,,[1 10],,,0.25,0.5,0.25,,[0.250000000000000 2.50000000000000],5.75000000000000,7.50000000000000
2,heavy_ball,g,2,,,4.18750000000000,0.0001,,[1 -10],,,0.25,0.5,0.25,,[0.312500000000000 -1.87500000000000],5.43750000000000,9.37500000000000
3,heavy_ball,g,3,,,16.6718750000000,0.0001,,[1 10],,,0.25,0.5,0.25,,[0.328125000000000 2.03125000000000],5.10937500000000,7.34375000000000
4,heavy_ball,g,4,,,3.35937500000000,0.0001,,[1 -10],,,0.25,0.5,0.25,,[0.332031250000000 -1.99218750000000],4.77734375000000,9.33593750000000
5,heavy_ball,g,5,,,16.6601562500000,0.0001,,[0 10],,,0.25,0.5,0.25,,[0.0830078125000000 2.00195312500000],4.69433593750000,7.33398437500000
6,heavy_ball,g,6,,,3.33496093750000,0.0001,,[0 -10],,,0.25,0.5,0.25,,[0.0207519531250000 -1.99951171875000],4.67358398437500,9.33349609375000
7,heavy_ball,g,7,,,16.6662597656250,0.0001,,[0 10],,,0.25,0.5,0.25,,[0.00518798828125000 2.00012207031250],4.66839599609375,7.33337402343750
8,heavy_ball,g,8,,,3.33343505859375,0.0001,,[0 -10],,,0.25,0.5,0.25,,[0.00129699707031250 -1.99996948242188],4.66709899902344,9.33334350585938
9,heavy_ball,g,9,,,16.6666412353516,0.0001,,[0 10],,,0.25,0.5,0.25,,[0.000324249267578125 2.00000762939453],4.66677474975586,7.33333587646484
