,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,adam,f,0,,,13,0.0001,False,[12 20],[0. 0.],[0. 0.],0.25,0.25,0.01,,,6,10
1,adam,f,1,,[0.999991666736111 0.999995000025000],12.6827899902861,0.0001,False,[12 20],[9.00000000000000 15.0000000000000],[108.000000000000 300.000000000000],0.25,0.25,0.01,,,5.99000008333264,9.99000004999975
2,adam,f,2,,[0.999917425577967 0.999986830413508],12.3711183086391,0.0001,False,[11.6435909402757 19.8000009999950],[10.9826932052068 18.6000007499963],[128.679907488354 369.030029699852],0.25,0.25,0.01,,,5.98000090907686,9.98000018169562
3,adam,f,3,,[0.999849070799575 0.999979421070038],12.0649124334675,0.0001,False,[11.2943354308161 19.6000036339123],[11.2164248744138 19.3500029129333],[127.841486489930 380.377614261995],0.25,0.25,0.01,,,5.97000241836886,9.97000038748492
4,adam,f,4,,[0.999805025082176 0.999974725184382],11.7640983483710,0.0001,False,[10.9521579161617 19.4000077496983],[11.0182246557248 19.3875065405071],[121.922693887891 377.364629081765],0.25,0.25,0.01,,,5.96000436811804,9.96000064023307
5,adam,f,5,,[0.999780853177925 0.999972181089395],11.4686036890321,0.0001,False,[10.6169769243326 19.2000128046615],[10.7172888571806 19.2468862386229],[115.020822730831 370.821526044815],0.25,0.25,0.01,,,5.95000655958626,9.95000091842218
6,adam,f,6,,[0.999767597626361 0.999970789537734],11.1783581821857,0.0001,False,[10.2887131224292 19.0000183684436],[10.3958570561171 19.0617353359884],[108.148418969443 363.455905012098],0.25,0.25,0.01,,,5.94000888361000,9.94000121052680
7,adam,f,7,,[0.999759191318812 0.999969897903357],10.8932931374608,0.0001,False,[9.96729058675124 18.8000242105360],[10.0744322040927 18.8654519918991],[101.547265972916 355.944658990580],0.25,0.25,0.01,,,5.93001129169681,9.93000151154777
8,adam,f,8,,[0.999752626464504 0.999969191482232],10.6133409918883,0.0001,False,[9.65263558705739 18.6000302309554],[9.75808474131621 18.6663856711913],[95.2668468256240 348.457008191986],0.25,0.25,0.01,,,5.92001376543217,9.92000181963295
9,adam,f,9,,[0.999746628422374 0.999968540184383],10.3384350677941,0.0001,False,[9.34467544450010 18.4000363926589],[9.44802776870413 18.4666237122920],[89.3089310786884 341.035256486376],0.25,0.25,0.01,,,5.91001629914794,9.91000213423110
10,adam,f,10,,[0.999740703043294 0.999967894751847],10.0685094686126,0.0001,False,[9.04333791238192 18.2000426846220],[9.14451037646248 18.2666879415395],[83.6637032178153 333.689979413141],0.25,0.25,0.01,,,5.90001889211751,9.90000245528358
11,adam,f,11,,[0.999734666720275 0.999967237290253],9.80349903900089,0.0001,False,[8.74855090571059 18.0000491056716],[8.84754077339857 18.0667088146386],[78.3187830168111 326.423820708228],0.25,0.25,0.01,,,5.89002154545031,9.89000278291068
12,adam,f,12,,[0.999728450018669 0.999966561166251],9.54333935066295,0.0001,False,[8.46024239631605 17.8000556582136],[8.55706699058667 17.8667189473198],[73.2614718075204 319.237441253683],0.25,0.25,0.01,,,5.88002426095012,9.88000311729902
13,adam,f,13,,[0.999722023072901 0.999965863560902],9.28796669756325,0.0001,False,[8.17834037511864 17.6000623459803],[8.27302202898565 17.6667264963152],[68.4793064203519 312.131006250217],0.25,0.25,0.01,,,5.87002704071939,9.87000345866341
14,adam,f,14,,[0.999715368935218 0.999965142872734],9.03731809437054,0.0001,False,[7.90277283923969 17.4000691732682],[7.99533513667618 17.4667335040299],[63.9601905165563 305.104556988442],0.25,0.25,0.01,,,5.86002988703004,9.86000380723468
15,adam,f,15,,[0.999708474443282 0.999964397848553],8.79133127596604,0.0001,False,[7.63346778776186 17.2000761446936],[7.72393462499044 17.2667404845277],[59.6924204792376 298.158103784555],0.25,0.25,0.01,,,5.85003280228561,9.85000416325620
16,adam,f,16,,[0.999701327168903 0.999963627299773],8.54994469729146,0.0001,False,[7.37035322037432 17.0000832651239],[7.45874857152835 17.0667475699749],[55.6646850646210 291.291649211998],0.25,0.25,0.01,,,5.84003578901392,9.84000452698320
17,adam,f,17,,[0.999693914399215 0.999962830009882],8.31309753330269,0.0001,False,[7.11335713694947 16.8000905396640],[7.19970499559419 16.8667547972417],[51.8660585844977 284.505193908680],0.25,0.25,0.01,,,5.83003884986992,9.83000489868310
