,alg,function_name,iteration,step_coeff,adam_grad,f(x),epsilon,converged,gradient,m,v,beta1,beta2,alpha,sum,z,x0,x1
0,adam,g,0,,,11,0.0001,False,[1 10],[0. 0.],[0. 0.],0.9,0.9,0.1,,,6,10
1,adam,g,1,,[0.999900009999000 0.999990000099999],9.90001999890011,0.0001,False,[1 10],[0.100000000000000 1.00000000000000],[0.100000000000000 10.0000000000000],0.9,0.9,0.1,,,5.90000999900010,9.90000099999000
2,adam,g,2,,[0.999900009999000 0.999990000099999],8.80003999780021,0.0001,False,[1 10],[0.190000000000000 1.90000000000000],[0.190000000000000 19.0000000000000],0.9,0.9,0.1,,,5.80001999800020,9.80000199998000
3,adam,g,3,,[0.999900009999000 0.999990000099999],7.70005999670032,0.0001,False,[1 10],[0.271000000000000 2.71000000000000],[0.271000000000000 27.1000000000000],0.9,0.9,0.1,,,5.70002999700030,9.70000299997000
4,adam,g,4,,[0.999900009999000 0.999990000099999],6.60007999560042,0.0001,False,[1 10],[0.343900000000000 3.43900000000000],[0.343900000000000 34.3900000000000],0.9,0.9,0.1,,,5.60003999600040,9.60000399996000
5,adam,g,5,,[0.999900009999000 0.999990000099999],5.50009999450053,0.0001,False,[1 10],[0.409510000000000 4.09510000000000],[0.409510000000000 40.9510000000000],0.9,0.9,0.1,,,5.50004999500050,9.50000499995000
6,adam,g,6,,[0.999900009999000 0.999990000099999],4.40011999340063,0.0001,False,[1 10],[0.468559000000000 4.68559000000000],[0.468559000000000 46.8559000000000],0.9,0.9,0.1,,,5.40005999400060,9.40000599994000
7,adam,g,7,,[0.999900009999000 0.999990000099999],3.30013999230074,0.0001,False,[1 10],[0.521703100000000 5.21703100000000],[0.521703100000000 52.1703100000000],0.9,0.9,0.1,,,5.30006999300070,9.30000699993000
8,adam,g,8,,[0.999900009999000 0.999990000099999],2.20015999120084,0.0001,False,[1 10],[0.569532790000000 5.69532790000000],[0.569532790000000 56.9532790000000],0.9,0.9,0.1,,,5.20007999200080,9.20000799992000
9,adam,g,9,,[0.999900009999000 0.999990000099999],1.10017999010095,0.0001,False,[1 10],[0.612579511000000 6.12579511000000],[0.612579511000000 61.2579511000000],0.9,0.9,0.1,,,5.10008999100090,9.10000899991000
10,adam,g,10,,[0.999900009999000 0.999990000099999],0.000199989001052003,0.0001,False,[1 10],[0.651321559900000 6.51321559900000],[0.651321559900000 65.1321559900000],0.9,0.9,0.1,,,5.00009999000100,9.00000999990000
11,adam,g,11,,[0.999900009999000 0.999990000099999],0.999890001099946,0.0001,False,[1 10],[0.686189403910000 6.86189403910000],[0.686189403910000 68.6189403910000],0.9,0.9,0.1,,,4.90010998900110,8.90001099989001
12,adam,g,12,,[0.927607326553050 0.721274514739579],1.72116451583953,0.0001,False,[0 -10],[0.617570463519000 5.17570463519000],[0.617570463519000 71.7570463519000],0.9,0.9,0.1,,,4.80734925634580,8.82788354841605
13,adam,g,13,,[0.863175514451249 0.490484282863940],2.21164879870347,0.0001,False,[0 -10],[0.555813417167100 3.65813417167100],[0.555813417167100 74.5813417167100],0.9,0.9,0.1,,,4.72103170490067,8.77883512012965
14,adam,g,14,,[0.805265891853675 0.297225427273225],2.50887422597669,0.0001,False,[0 -10],[0.500232075450390 2.29232075450390],[0.500232075450390 77.1232075450390],0.9,0.9,0.1,,,4.64050511571531,8.74911257740233
15,adam,g,15,,[0.752851507811302 0.133870567530261],2.64274479350696,0.0001,False,[0 -10],[0.450208867905351 1.06308867905351],[0.450208867905351 79.4108867905351],0.9,0.9,0.1,,,4.56521996493418,8.73572552064930
16,adam,g,16,,[0.705128680434448 -0.00530500352966785],2.63743978997729,0.0001,True,[0 -10],[0.405187981114816 -0.0432201888518402],[0.405187981114816 81.4697981114816],0.9,0.9,0.1,,,4.49470709689073,8.73625602100227
