,0,1,2,3,4,5,6,7,8,9
0,306,2,15,6,17,1,6,7,48,4
1,3,337,9,7,3,2,7,4,6,6
2,5,1,324,8,56,8,16,7,12,2
3,1,0,7,330,30,13,18,6,5,2
4,5,2,29,7,343,2,18,8,5,1
5,2,0,19,16,13,314,18,7,1,2
6,1,1,12,5,23,6,368,4,2,2
7,1,0,15,9,25,11,12,321,2,1
8,14,3,13,5,14,3,4,6,341,3
9,3,21,7,7,6,4,9,7,8,338
