,0,1,2,3,4,5,6,7,8,9
0,333,16,11,5,9,1,3,1,19,6
1,5,313,1,5,1,3,10,3,16,13
2,21,4,285,14,53,23,5,7,12,6
3,12,8,31,257,28,34,15,7,10,6
4,7,5,35,14,319,13,7,4,14,1
5,4,4,25,19,26,298,7,10,7,5
6,6,3,30,13,60,15,277,1,13,2
7,12,4,24,14,47,13,11,272,5,7
8,57,12,10,1,9,1,2,4,302,13
9,12,27,8,6,8,6,7,6,14,326
