,loss,accuracy,val_loss,val_accuracy
0,2.395643472671509,0.125,2.3769514560699463,0.0
1,2.2872602939605713,0.25,2.410712718963623,0.0
2,2.1918721199035645,0.375,2.454785108566284,0.0
3,2.113598585128784,0.375,2.5211291313171387,0.0
4,2.053319215774536,0.25,2.630897283554077,0.0
5,2.055645227432251,0.25,2.7969095706939697,0.0
6,1.7742105722427368,0.25,3.046917200088501,0.0
7,1.8496208190917969,0.25,3.385240316390991,0.0
8,1.847421646118164,0.25,3.7313880920410156,0.0
9,1.84321928024292,0.25,4.015059471130371,0.0
10,1.8553688526153564,0.125,4.216911792755127,0.0
11,1.6900492906570435,0.375,4.385509967803955,0.0
12,1.4969069957733154,0.5,4.565876007080078,0.0
13,1.7180449962615967,0.125,4.701383590698242,0.0
14,1.590071201324463,0.625,4.833255290985107,0.0
15,1.3756121397018433,0.75,5.004761219024658,0.0
16,1.3762701749801636,0.625,5.231043338775635,0.0
17,1.531665325164795,0.5,5.472577095031738,0.0
18,1.4778342247009277,0.375,5.719287395477295,0.0
19,1.2072769403457642,0.625,6.028151512145996,0.0
