,loss,accuracy,val_loss,val_accuracy
0,2.053102731704712,0.3265368342399597,1.7504938840866089,0.42274999618530273
1,1.7138311862945557,0.4375121593475342,1.6173243522644043,0.47475001215934753
2,1.61351478099823,0.4790688753128052,1.6063274145126343,0.48649999499320984
3,1.5550826787948608,0.5010139346122742,1.4707859754562378,0.5404999852180481
4,1.5196954011917114,0.5170977115631104,1.4442145824432373,0.5547500252723694
5,1.475281834602356,0.5352370738983154,1.4561620950698853,0.5477499961853027
6,1.4541202783584595,0.5461263060569763,1.4398882389068604,0.5565000176429749
7,1.4264891147613525,0.5560432076454163,1.352809190750122,0.5914999842643738
8,1.398056983947754,0.5692658424377441,1.3742246627807617,0.5824999809265137
9,1.3878087997436523,0.5727103352546692,1.3150824308395386,0.6044999957084656
10,1.3665289878845215,0.5789327621459961,1.3158785104751587,0.609250009059906
11,1.350724458694458,0.5882663130760193,1.3105225563049316,0.609000027179718
12,1.3357501029968262,0.5920164585113525,1.2932145595550537,0.6104999780654907
13,1.3291871547698975,0.5932109355926514,1.2641005516052246,0.6240000128746033
14,1.312436819076538,0.6014333963394165,1.2748441696166992,0.6207500100135803
15,1.3063944578170776,0.6040167808532715,1.2438663244247437,0.6272500157356262
16,1.2890136241912842,0.6075446605682373,1.2563915252685547,0.6255000233650208
17,1.2844797372817993,0.6094058156013489,1.222227931022644,0.6427500247955322
18,1.2772972583770752,0.6163782477378845,1.2153977155685425,0.6412500143051147
19,1.2720168828964233,0.6165449023246765,1.2475183010101318,0.6244999766349792
