,0,1,2,3,4,5,6,7,8,9
0,406,0,1,1,1,0,0,0,4,0
1,0,379,0,2,0,0,0,0,1,1
2,0,0,433,0,0,0,0,0,0,0
3,0,0,0,403,0,0,0,0,0,0
4,0,0,0,0,429,0,0,0,0,0
5,0,0,0,3,1,400,0,0,0,0
6,0,0,1,1,2,0,405,0,0,0
7,0,0,0,1,0,0,0,405,0,0
8,0,0,0,2,1,0,0,0,413,0
9,0,0,0,0,2,0,0,0,0,398
