,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,1.0,1.0,0.9954022988505747,0.9757869249394673,0.9839449541284404,1.0,1.0,1.0,0.9880382775119617,0.9974937343358395,0.993896484375,0.9940666189766283,0.9939905099251262
recall,0.9830508474576272,0.9895561357702349,1.0,1.0,1.0,0.9900990099009901,0.9902200488997555,0.9975369458128078,0.9927884615384616,0.995,0.993896484375,0.9938251449379877,0.993896484375
f1-score,0.9914529914529915,0.994750656167979,0.9976958525345622,0.9877450980392156,0.9919075144508671,0.9950248756218906,0.995085995085995,0.9987669543773119,0.9904076738609113,0.9962453066332916,0.993896484375,0.9939082918225015,0.9939059593108333
support,413.0,383.0,433.0,403.0,429.0,404.0,409.0,406.0,416.0,400.0,0.993896484375,4096.0,4096.0
