,0,1,2,3,4,5,6,7,8,9
0,221,29,37,3,10,11,9,27,60,22
1,14,232,7,2,4,10,15,15,15,56
2,17,14,201,17,57,27,47,30,4,10
3,5,16,46,103,23,72,88,26,7,17
4,22,11,70,6,176,19,72,41,9,8
5,4,12,49,33,16,166,70,41,4,4
6,5,4,43,7,28,10,293,15,4,12
7,8,12,28,12,36,23,29,230,6,17
8,66,32,9,7,7,15,7,12,213,36
9,11,61,13,11,3,14,25,23,20,230
