,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.572139303482587,0.4020979020979021,0.2515923566878981,0.2885714285714286,0.2886178861788618,0.34594594594594597,0.32373271889400923,0.35428571428571426,0.4891304347826087,0.41448692152917505,0.359130859375,0.3730600612456131,0.3717942079710513
recall,0.28465346534653463,0.3108108108108108,0.18372093023255814,0.24754901960784315,0.33890214797136037,0.3160493827160494,0.669047619047619,0.30317848410757947,0.43795620437956206,0.49047619047619045,0.359130859375,0.35823442546961076,0.359130859375
f1-score,0.3801652892561983,0.350609756097561,0.21236559139784944,0.26649076517150394,0.31174533479692645,0.33032258064516135,0.43633540372670804,0.32674571805006586,0.4621309370988447,0.4492911668484188,0.359130859375,0.35262025430892374,0.35236761157702845
support,404.0,370.0,430.0,408.0,419.0,405.0,420.0,409.0,411.0,420.0,0.359130859375,4096.0,4096.0
