,0,1,2,3,4,5,6,7,8,9
0,115,29,36,23,10,17,12,34,85,43
1,6,115,13,14,27,26,52,12,21,84
2,22,6,79,51,71,25,103,32,24,17
3,2,12,34,101,46,63,106,25,2,17
4,9,7,35,17,142,23,131,36,7,12
5,1,4,48,65,37,128,85,19,7,11
6,2,7,14,27,52,16,281,11,2,8
7,5,20,29,27,87,20,52,124,9,36
8,33,32,14,14,9,41,6,19,180,63
9,6,54,12,11,11,11,40,38,31,206
