,0,1,2,3,4,5,6,7,8,9
0,250,0,18,5,0,3,3,1,77,47
1,95,0,15,8,2,20,13,3,93,121
2,256,0,42,17,3,7,6,2,50,47
3,202,0,42,30,2,14,7,9,34,68
4,238,0,44,29,6,19,2,2,41,38
5,179,0,52,37,4,20,7,4,58,44
6,195,0,37,30,3,11,15,4,72,53
7,196,0,42,14,4,9,4,0,54,86
8,147,0,23,5,1,10,7,2,123,93
9,97,0,12,2,0,5,1,1,86,216
