,0,1,2,3,4,5,6,7,8,9
0,226,20,30,8,4,21,4,19,51,30
1,11,181,8,6,9,29,26,10,15,88
2,37,13,169,15,40,38,71,27,7,16
3,7,13,44,91,23,78,89,22,10,26
4,21,6,74,11,145,33,81,37,10,11
5,7,16,41,34,27,169,67,29,6,8
6,4,9,34,13,30,25,272,11,3,8
7,15,12,37,21,36,32,25,193,7,28
8,70,20,12,11,5,25,9,14,195,55
9,17,55,9,6,4,19,22,20,18,230
