,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.1314484126984127,0.0,0.10292072322670376,0.08695652173913043,0.0,0.19047619047619047,0.1111111111111111,0.0,0.18224666142969365,0.1111111111111111,0.142333984375,0.09162707317923532,0.09231020557681009
recall,0.6339712918660287,0.0,0.17535545023696683,0.00510204081632653,0.0,0.020460358056265986,0.002352941176470588,0.0,0.5471698113207547,0.002380952380952381,0.142333984375,0.13867928458537657,0.142333984375
f1-score,0.21774856203779788,0.0,0.12971078001752848,0.009638554216867469,0.0,0.03695150115473442,0.004608294930875576,0.0,0.27342368886269885,0.004662004662004662,0.142333984375,0.06767433858825073,0.06929477775516556
support,418.0,378.0,422.0,392.0,423.0,391.0,425.0,403.0,424.0,420.0,0.142333984375,4096.0,4096.0
