,0,1,2,3,4,5,6,7,8,9
0,265,0,19,0,0,1,0,0,132,1
1,154,0,53,2,0,5,2,0,160,2
2,240,0,74,1,0,2,2,0,103,0
3,181,0,96,2,2,5,1,0,102,3
4,210,0,124,1,0,9,2,0,76,1
5,173,0,118,9,1,8,1,0,81,0
6,196,1,122,2,0,7,1,0,96,0
7,229,0,64,4,1,4,0,0,100,1
8,155,0,35,1,0,1,0,0,232,0
9,213,0,14,1,0,0,0,0,191,1
