,0,1,2,3,4,5,6,7,8,9
0,219,0,13,2,38,28,1,6,57,65
1,44,7,17,3,53,38,3,1,72,132
2,194,0,26,0,75,41,5,5,36,42
3,72,3,12,6,120,94,8,7,46,35
4,123,2,22,2,166,49,5,7,30,28
5,64,2,11,8,96,121,10,10,49,28
6,94,1,20,9,115,85,10,9,45,33
7,101,1,16,11,111,32,10,19,33,67
8,105,2,3,2,31,46,1,0,99,115
9,52,6,8,1,36,12,6,3,56,231
