exp/iibiii/10000.history.csv:1:,loss,accuracy,val_loss,val_accuracy
exp/iibiii/30000.history.csv:21:19,1.3249784708023071,0.5926145315170288,1.2594242095947266,0.6209999918937683
exp/iibiii/40000.history.csv:1:,loss,accuracy,val_loss,val_accuracy
exp/iibiii/40000.history.csv:2:0,2.0100789070129395,0.32134225964546204,1.712688684463501,0.4309999942779541
exp/iibiii/40000.history.csv:3:1,1.6828110218048096,0.4451512396335602,1.56858491897583,0.49399998784065247
exp/iibiii/40000.history.csv:4:2,1.5936355590820312,0.4819578230381012,1.5205618143081665,0.5142499804496765
exp/iibiii/40000.history.csv:5:3,1.541261076927185,0.5061807036399841,1.504433274269104,0.527999997138977
exp/iibiii/40000.history.csv:6:4,1.4947947263717651,0.527347981929779,1.4114196300506592,0.5652499794960022
exp/iibiii/40000.history.csv:7:5,1.4671860933303833,0.5372649431228638,1.4132753610610962,0.5552499890327454
exp/iibiii/40000.history.csv:8:6,1.4439947605133057,0.5450429320335388,1.382384181022644,0.5774999856948853
exp/iibiii/40000.history.csv:9:7,1.418594241142273,0.5592100024223328,1.3940070867538452,0.574999988079071
exp/iibiii/40000.history.csv:10:8,1.3900699615478516,0.5690435767173767,1.3658565282821655,0.5892500281333923
exp/iibiii/40000.history.csv:11:9,1.3761616945266724,0.5743215084075928,1.3206045627593994,0.6010000109672546
exp/iibiii/40000.history.csv:12:10,1.3469200134277344,0.5851273536682129,1.2943686246871948,0.6069999933242798
exp/iibiii/40000.history.csv:13:11,1.3351751565933228,0.5910441875457764,1.2973612546920776,0.6077499985694885
exp/iibiii/40000.history.csv:14:12,1.3207151889801025,0.595766544342041,1.2720470428466797,0.6197500228881836
exp/iibiii/40000.history.csv:15:13,1.3123503923416138,0.5996555685997009,1.253387212753296,0.6262500286102295
exp/iibiii/40000.history.csv:16:14,1.2985928058624268,0.6059057116508484,1.2475359439849854,0.6330000162124634
exp/iibiii/40000.history.csv:17:15,1.286139726638794,0.6088224649429321,1.2382104396820068,0.6320000290870667
exp/iibiii/40000.history.csv:18:16,1.2712435722351074,0.6162393689155579,1.2698945999145508,0.6159999966621399
exp/iibiii/40000.history.csv:19:17,1.2657305002212524,0.6176005005836487,1.216135859489441,0.6457499861717224
exp/iibiii/40000.history.csv:20:18,1.2555330991744995,0.6229895353317261,1.2105283737182617,0.6455000042915344
exp/iibiii/40000.history.csv:21:19,1.239741563796997,0.6259062886238098,1.2044398784637451,0.6504999995231628
exp/iibiii/50000.history.csv:1:,loss,accuracy,val_loss,val_accuracy
exp/iibiii/50000.history.csv:2:0,1.9674593210220337,0.34707438945770264,1.7071747779846191,0.44339999556541443
exp/iibiii/50000.history.csv:3:1,1.704628348350525,0.440409779548645,1.63449227809906,0.47760000824928284
exp/iibiii/50000.history.csv:4:2,1.606817603111267,0.4813440442085266,1.513790488243103,0.519599974155426
exp/iibiii/50000.history.csv:5:3,1.543291449546814,0.5064334869384766,1.438271403312683,0.5406000018119812
exp/iibiii/50000.history.csv:6:4,1.4970723390579224,0.52672278881073,1.4032659530639648,0.5627999901771545
exp/iibiii/50000.history.csv:7:5,1.4613505601882935,0.5411231517791748,1.3484673500061035,0.5856000185012817
exp/iibiii/50000.history.csv:8:6,1.435652256011963,0.5490788817405701,1.384934902191162,0.571399986743927
exp/iibiii/50000.history.csv:9:7,1.4048091173171997,0.5620124936103821,1.3400678634643555,0.5875999927520752
exp/iibiii/50000.history.csv:10:8,1.3820436000823975,0.5740127563476562,1.2939915657043457,0.609000027179718
exp/iibiii/50000.history.csv:11:9,1.3638205528259277,0.5788573026657104,1.2829350233078003,0.6122000217437744
exp/iibiii/50000.history.csv:12:10,1.3449435234069824,0.5856797099113464,1.2433851957321167,0.6331999897956848
exp/iibiii/50000.history.csv:13:11,1.3333462476730347,0.5895909070968628,1.2085411548614502,0.6430000066757202
exp/iibiii/50000.history.csv:14:12,1.3164311647415161,0.599079966545105,1.203043818473816,0.6492000222206116
exp/iibiii/50000.history.csv:15:13,1.300726056098938,0.6060357093811035,1.2754417657852173,0.6208000183105469
exp/iibiii/50000.history.csv:16:14,1.2892041206359863,0.608057975769043,1.1917760372161865,0.6474000215530396
exp/iibiii/50000.history.csv:17:15,1.2772986888885498,0.6131247282028198,1.2029426097869873,0.6553999781608582
exp/iibiii/50000.history.csv:18:16,1.2742536067962646,0.6150803565979004,1.1696994304656982,0.6601999998092651
exp/iibiii/50000.history.csv:19:17,1.2571414709091187,0.6203471422195435,1.186444878578186,0.6520000100135803
exp/iibiii/50000.history.csv:20:18,1.2483773231506348,0.6237249970436096,1.1547846794128418,0.6611999869346619
exp/iibiii/50000.history.csv:21:19,1.2329041957855225,0.6315473914146423,1.153733730316162,0.6657999753952026
exp/iibiii/5000.history.csv:1:,loss,accuracy,val_loss,val_accuracy
exp/iibiii/5000.history.csv:2:0,2.5804600715637207,0.1544787734746933,2.2294421195983887,0.25600001215934753
exp/iibiii/5000.history.csv:3:1,2.1935317516326904,0.2525005638599396,2.054535388946533,0.3240000009536743
exp/iibiii/5000.history.csv:4:2,2.055549144744873,0.3158479630947113,1.9300391674041748,0.37400001287460327
exp/iibiii/5000.history.csv:5:3,1.9401310682296753,0.3531895875930786,1.8471633195877075,0.42399999499320984
exp/iibiii/5000.history.csv:6:4,1.836774468421936,0.3940875828266144,1.8766587972640991,0.41600000858306885
exp/iibiii/5000.history.csv:7:5,1.8250815868377686,0.4047566056251526,1.7986032962799072,0.4519999921321869
exp/iibiii/5000.history.csv:8:6,1.7890005111694336,0.41053566336631775,1.7761924266815186,0.44999998807907104
exp/iibiii/5000.history.csv:9:7,1.735042691230774,0.4376528263092041,1.7626057863235474,0.4359999895095825
exp/iibiii/5000.history.csv:10:8,1.7247977256774902,0.43654146790504456,1.7240127325057983,0.46000000834465027
exp/iibiii/5000.history.csv:11:9,1.7052565813064575,0.4496554732322693,1.6929445266723633,0.46799999475479126
exp/iibiii/5000.history.csv:12:10,1.6900386810302734,0.44632139801979065,1.7886316776275635,0.44600000977516174
exp/iibiii/5000.history.csv:13:11,1.6760817766189575,0.44187596440315247,1.6928282976150513,0.4740000069141388
exp/iibiii/5000.history.csv:14:12,1.6454790830612183,0.47077128291130066,1.7109702825546265,0.4480000138282776
exp/iibiii/5000.history.csv:15:13,1.656632661819458,0.46543675661087036,1.7323031425476074,0.45399999618530273
exp/iibiii/5000.history.csv:16:14,1.641906976699829,0.46832630038261414,1.7107006311416626,0.46000000834465027
exp/iibiii/5000.history.csv:17:15,1.6240320205688477,0.46921539306640625,1.748458743095398,0.44600000977516174
exp/iibiii/5000.history.csv:18:16,1.591177225112915,0.4872193932533264,1.741913914680481,0.44200000166893005
exp/iibiii/5000.history.csv:19:17,1.5712140798568726,0.49588796496391296,1.7086130380630493,0.44999998807907104
exp/iibiii/5000.history.csv:20:18,1.5945309400558472,0.4872193932533264,1.7091882228851318,0.4339999854564667
exp/iibiii/5000.history.csv:21:19,1.5688468217849731,0.49188709259033203,1.7176860570907593,0.4519999921321869
