,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.9930555555555556,1.0,0.9745958429561201,0.9975,0.9976851851851852,1.0,0.9836065573770492,1.0,0.9975124378109452,0.9903381642512077,0.9931640625,0.9934293743136063,0.9932518828505139
recall,1.0,0.9891891891891892,0.9952830188679245,0.9900744416873449,0.9930875576036866,0.9824561403508771,0.997624703087886,0.9925187032418953,0.9925742574257426,0.9975669099756691,0.9931640625,0.9930374921430214,0.9931640625
f1-score,0.9965156794425087,0.9945652173913043,0.984830805134189,0.9937733499377336,0.9953810623556582,0.9911504424778761,0.9905660377358491,0.9962453066332916,0.9950372208436724,0.993939393939394,0.9931640625,0.9932004515891478,0.9931749228284001
support,429.0,370.0,424.0,403.0,434.0,399.0,421.0,401.0,404.0,411.0,0.9931640625,4096.0,4096.0
