,0,1,2,3,4,5,6,7,8,9,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1111111111111111,0.10668348045397226,0.018518518518518517,0.10595703125,0.09863131100836019,0.10169417755567377
recall,0.0,0.0,0.0,0.0,0.0,0.0,0.01411764705882353,0.009925558312655087,0.9976415094339622,0.002380952380952381,0.10595703125,0.10240656671863932,0.10595703125
f1-score,0.0,0.0,0.0,0.0,0.0,0.0,0.02771362586605081,0.01822323462414579,0.19275461380724537,0.0042194092827004225,0.10595703125,0.02429108835801424,0.025054287768459124
support,418.0,378.0,422.0,392.0,423.0,391.0,425.0,403.0,424.0,420.0,0.10595703125,4096.0,4096.0
