,0,1,2,3,4,5,6,7,8,9
0,261,21,7,1,2,13,6,19,54,29
1,30,122,10,7,5,26,30,14,41,98
2,82,16,115,8,34,51,65,36,10,16
3,41,28,49,53,22,70,60,27,20,33
4,56,11,56,7,106,36,80,58,8,11
5,31,18,65,17,18,142,50,24,21,18
6,15,11,36,14,31,31,235,16,4,16
7,45,26,33,12,40,25,24,157,13,31
8,130,21,7,7,0,22,5,7,176,41
9,36,44,12,3,1,7,23,15,52,207
